AAJNHDNO_00002	K02338
AAJNHDNO_02937	0
AAJNHDNO_02938	0
AAJNHDNO_02939	0
AAJNHDNO_02940	0
AAJNHDNO_02941	K09957
AAJNHDNO_02942	0
AAJNHDNO_02943	K03769
AAJNHDNO_02944	K01907
AAJNHDNO_02945	K17737
AAJNHDNO_02946	K01028
AAJNHDNO_02947	K01029
AAJNHDNO_02948	K00626
AAJNHDNO_02949	K02106
AAJNHDNO_02950	K00019
AAJNHDNO_02951	0
AAJNHDNO_02952	K11914
AAJNHDNO_02953	K07165
AAJNHDNO_02954	K01800
AAJNHDNO_02955	K01555
AAJNHDNO_02956	K00451
AAJNHDNO_02957	0
AAJNHDNO_02958	K01640
AAJNHDNO_02959	K01968
AAJNHDNO_02960	K13766
AAJNHDNO_02961	K01969
AAJNHDNO_02962	K00253
AAJNHDNO_02963	0
AAJNHDNO_02964	0
AAJNHDNO_02966	K18095
AAJNHDNO_02967	K03585
AAJNHDNO_02969	K18129
AAJNHDNO_02970	0
AAJNHDNO_02971	K00012
AAJNHDNO_02972	K00963
AAJNHDNO_02973	0
AAJNHDNO_02974	K00383
AAJNHDNO_02975	K14347
AAJNHDNO_02976	0
AAJNHDNO_02977	K05800
AAJNHDNO_02978	0
AAJNHDNO_02980	0
AAJNHDNO_02981	0
AAJNHDNO_02982	0
AAJNHDNO_02983	K15256
AAJNHDNO_02984	K01652
AAJNHDNO_02985	0
AAJNHDNO_02986	0
AAJNHDNO_02987	0
AAJNHDNO_02988	0
AAJNHDNO_02989	K01915
AAJNHDNO_02990	K14052
AAJNHDNO_02991	K07862
AAJNHDNO_02992	K06177
AAJNHDNO_02993	0
AAJNHDNO_02994	K08998
AAJNHDNO_02995	0
AAJNHDNO_02996	0
AAJNHDNO_02998	0
AAJNHDNO_02999	0
AAJNHDNO_03000	K03088
AAJNHDNO_03001	K07165
AAJNHDNO_03002	K01725
AAJNHDNO_03003	K01673
AAJNHDNO_03004	K17737
AAJNHDNO_03005	0
AAJNHDNO_03006	0
AAJNHDNO_03007	0
AAJNHDNO_03008	K02035
AAJNHDNO_03009	K13894
AAJNHDNO_03010	K13895
AAJNHDNO_03011	K02031
AAJNHDNO_03012	K04487
AAJNHDNO_03013	0
AAJNHDNO_03014	K07233
AAJNHDNO_03015	0
AAJNHDNO_03016	0
AAJNHDNO_03017	0
AAJNHDNO_03018	K00286
AAJNHDNO_03019	K00612
AAJNHDNO_03020	K02014
AAJNHDNO_03021	K02355
AAJNHDNO_03022	0
AAJNHDNO_03023	0
AAJNHDNO_03024	0
AAJNHDNO_03025	0
AAJNHDNO_03026	0
AAJNHDNO_03027	0
AAJNHDNO_03028	0
AAJNHDNO_03029	K01556
AAJNHDNO_03030	K07130
AAJNHDNO_03031	0
AAJNHDNO_03032	0
AAJNHDNO_03033	K01953
AAJNHDNO_03034	K05709
AAJNHDNO_03035	K01561
AAJNHDNO_03036	0
AAJNHDNO_03037	K15256
AAJNHDNO_03038	K02014
AAJNHDNO_03039	0
AAJNHDNO_03040	0
AAJNHDNO_03041	K18567
AAJNHDNO_03042	K03088
AAJNHDNO_03043	0
AAJNHDNO_03044	0
AAJNHDNO_03045	0
AAJNHDNO_03046	0
AAJNHDNO_03047	K14731
AAJNHDNO_03048	0
AAJNHDNO_03049	0
AAJNHDNO_03050	0
AAJNHDNO_03051	0
AAJNHDNO_03052	K21029
AAJNHDNO_03053	K01738
AAJNHDNO_03054	K00640
AAJNHDNO_03055	K07050
AAJNHDNO_03056	0
AAJNHDNO_03057	K00156
AAJNHDNO_03058	0
AAJNHDNO_03059	K01457
AAJNHDNO_03060	0
AAJNHDNO_03061	K07160
AAJNHDNO_03062	0
AAJNHDNO_03063	0
AAJNHDNO_03064	0
AAJNHDNO_03065	0
AAJNHDNO_03066	0
AAJNHDNO_03067	K00567
AAJNHDNO_03068	0
AAJNHDNO_03069	K18369
AAJNHDNO_03070	0
AAJNHDNO_03071	K05798
AAJNHDNO_03072	0
AAJNHDNO_03073	0
AAJNHDNO_03074	K00108
AAJNHDNO_03075	0
AAJNHDNO_03076	0
AAJNHDNO_03077	0
AAJNHDNO_03078	K07345
AAJNHDNO_03079	K07346
AAJNHDNO_03080	K07347
AAJNHDNO_03081	0
AAJNHDNO_03082	0
AAJNHDNO_03083	0
AAJNHDNO_03084	K08995
AAJNHDNO_03085	0
AAJNHDNO_03086	0
AAJNHDNO_03087	0
AAJNHDNO_03088	0
AAJNHDNO_03089	K01971
AAJNHDNO_03090	0
AAJNHDNO_03091	K21904
AAJNHDNO_03092	0
AAJNHDNO_03093	0
AAJNHDNO_03095	0
AAJNHDNO_03096	K00688
AAJNHDNO_03097	0
AAJNHDNO_03099	K06884
AAJNHDNO_03100	K03781
AAJNHDNO_03102	K07507
AAJNHDNO_03103	0
AAJNHDNO_03104	K10979
AAJNHDNO_03105	K16147
AAJNHDNO_03106	K05341
AAJNHDNO_03107	K00700
AAJNHDNO_03108	K07027
AAJNHDNO_03109	K06131
AAJNHDNO_03110	0
AAJNHDNO_03111	0
AAJNHDNO_03112	0
AAJNHDNO_03113	0
AAJNHDNO_03114	K01200
AAJNHDNO_03115	0
AAJNHDNO_03116	K06044
AAJNHDNO_03117	K00705
AAJNHDNO_03118	K00700
AAJNHDNO_03119	K00703
AAJNHDNO_03120	0
AAJNHDNO_03121	0
AAJNHDNO_03122	K06889
AAJNHDNO_03123	0
AAJNHDNO_03124	0
AAJNHDNO_03125	0
AAJNHDNO_03126	0
AAJNHDNO_03127	0
AAJNHDNO_03128	0
AAJNHDNO_03130	0
AAJNHDNO_03131	0
AAJNHDNO_03132	0
AAJNHDNO_03133	0
AAJNHDNO_03135	0
AAJNHDNO_03136	0
AAJNHDNO_03137	K06048
AAJNHDNO_03138	0
AAJNHDNO_03139	0
AAJNHDNO_03140	K16637
AAJNHDNO_03141	0
AAJNHDNO_03142	K05343
AAJNHDNO_03143	K10814
AAJNHDNO_03144	0
AAJNHDNO_03145	K10816
AAJNHDNO_03146	K16137
AAJNHDNO_03147	K07119
AAJNHDNO_03148	0
AAJNHDNO_03149	0
AAJNHDNO_03150	0
AAJNHDNO_03151	0
AAJNHDNO_03152	K02029
AAJNHDNO_03153	K02029
AAJNHDNO_03154	K02030
AAJNHDNO_03155	0
AAJNHDNO_03156	0
AAJNHDNO_03157	K07793
AAJNHDNO_03158	0
AAJNHDNO_03159	0
AAJNHDNO_03160	K08194
AAJNHDNO_03161	0
AAJNHDNO_03162	K00097
AAJNHDNO_03163	0
AAJNHDNO_03164	0
AAJNHDNO_03165	0
AAJNHDNO_03166	0
AAJNHDNO_03167	K13877
AAJNHDNO_03168	K03808
AAJNHDNO_03169	K06192
AAJNHDNO_03170	0
AAJNHDNO_03171	K02688
AAJNHDNO_03172	0
AAJNHDNO_03173	0
AAJNHDNO_03174	K00249
AAJNHDNO_03175	0
AAJNHDNO_03176	K00666
AAJNHDNO_03177	K14393
AAJNHDNO_03178	K14393
AAJNHDNO_03180	0
AAJNHDNO_03181	K00836
AAJNHDNO_03182	K00137
AAJNHDNO_03183	K14052
AAJNHDNO_03184	K00001
AAJNHDNO_03185	0
AAJNHDNO_03186	0
AAJNHDNO_03187	0
AAJNHDNO_03188	0
AAJNHDNO_03189	0
AAJNHDNO_03190	0
AAJNHDNO_03191	0
AAJNHDNO_03192	0
AAJNHDNO_03193	K07003
AAJNHDNO_03194	0
AAJNHDNO_03195	0
AAJNHDNO_03196	0
AAJNHDNO_03198	K07497
AAJNHDNO_03199	K07497
AAJNHDNO_03200	0
AAJNHDNO_03201	0
AAJNHDNO_03203	K07483
AAJNHDNO_03204	K07497
AAJNHDNO_03205	0
AAJNHDNO_03206	0
AAJNHDNO_03207	0
AAJNHDNO_03209	K00195
AAJNHDNO_03210	0
AAJNHDNO_03212	0
AAJNHDNO_03213	0
AAJNHDNO_03214	0
AAJNHDNO_03215	0
AAJNHDNO_03216	K03606
AAJNHDNO_03217	K00971
AAJNHDNO_03218	K12992
AAJNHDNO_03219	K20987
AAJNHDNO_03220	K20998
AAJNHDNO_03221	K20999
AAJNHDNO_03222	K21000
AAJNHDNO_03223	K21001
AAJNHDNO_03224	K21002
AAJNHDNO_03225	K21003
AAJNHDNO_03226	K21004
AAJNHDNO_03227	K21005
AAJNHDNO_03228	K00244
AAJNHDNO_03229	K03168
AAJNHDNO_03231	0
AAJNHDNO_03233	K00166
AAJNHDNO_03234	K00167
AAJNHDNO_03235	K09699
AAJNHDNO_03236	K00382
AAJNHDNO_03237	0
AAJNHDNO_03238	K03310
AAJNHDNO_03239	K01424
AAJNHDNO_03240	0
AAJNHDNO_03241	0
AAJNHDNO_03242	K00483
AAJNHDNO_03243	0
AAJNHDNO_03244	0
AAJNHDNO_03245	K02525
AAJNHDNO_03246	0
AAJNHDNO_03247	K11441
AAJNHDNO_03248	0
AAJNHDNO_03249	K00032
AAJNHDNO_03250	K06152
AAJNHDNO_03251	K06151
AAJNHDNO_03252	K19713
AAJNHDNO_03253	0
AAJNHDNO_03254	K01937
AAJNHDNO_03255	K01937
AAJNHDNO_03256	0
AAJNHDNO_03257	0
AAJNHDNO_03258	0
AAJNHDNO_03259	K03587
AAJNHDNO_03260	K13639
AAJNHDNO_03261	0
AAJNHDNO_03262	K13979
AAJNHDNO_03263	0
AAJNHDNO_03264	K03892
AAJNHDNO_03265	K03893
AAJNHDNO_03266	K03741
AAJNHDNO_03267	K11811
AAJNHDNO_03268	0
AAJNHDNO_03269	0
AAJNHDNO_03270	0
AAJNHDNO_03272	0
AAJNHDNO_03273	0
AAJNHDNO_03274	0
AAJNHDNO_03276	K02014
AAJNHDNO_03277	K00117
AAJNHDNO_03278	K07267
AAJNHDNO_03279	0
AAJNHDNO_03280	0
AAJNHDNO_03281	K02049
AAJNHDNO_03282	K02050
AAJNHDNO_03283	K02051
AAJNHDNO_03284	0
AAJNHDNO_03285	0
AAJNHDNO_03286	K03710
AAJNHDNO_03287	K01183
AAJNHDNO_03288	0
AAJNHDNO_03289	K04788
AAJNHDNO_03290	0
AAJNHDNO_03291	0
AAJNHDNO_03292	K12239
AAJNHDNO_03293	0
AAJNHDNO_03294	K02050
AAJNHDNO_03295	K02049
AAJNHDNO_03296	K02051
AAJNHDNO_03297	K03119
AAJNHDNO_03298	0
AAJNHDNO_03299	0
AAJNHDNO_03300	0
AAJNHDNO_03301	0
AAJNHDNO_03302	0
AAJNHDNO_03303	0
AAJNHDNO_03304	K09471
AAJNHDNO_03305	K06995
AAJNHDNO_03306	K06145
AAJNHDNO_03307	K00851
AAJNHDNO_03308	K03299
AAJNHDNO_03310	K00131
AAJNHDNO_03311	0
AAJNHDNO_03312	0
AAJNHDNO_03313	K20938
AAJNHDNO_03314	K02050
AAJNHDNO_03315	K02051
AAJNHDNO_03316	K02049
AAJNHDNO_03317	0
AAJNHDNO_03318	0
AAJNHDNO_03319	0
AAJNHDNO_03320	K01133
AAJNHDNO_03321	0
AAJNHDNO_03322	K02014
AAJNHDNO_03323	0
AAJNHDNO_03324	0
AAJNHDNO_03325	K10227
AAJNHDNO_03326	K02025
AAJNHDNO_03327	K10229
AAJNHDNO_03328	K10111
AAJNHDNO_03329	K00040
AAJNHDNO_03330	K00854
AAJNHDNO_03331	K00847
AAJNHDNO_03332	K17218
AAJNHDNO_03333	0
AAJNHDNO_03334	0
AAJNHDNO_03335	K20938
AAJNHDNO_03336	K02073
AAJNHDNO_03337	K02071
AAJNHDNO_03338	K02072
AAJNHDNO_03339	K01126
AAJNHDNO_03340	K06916
AAJNHDNO_03341	K06714
AAJNHDNO_03342	0
AAJNHDNO_03343	K04091
AAJNHDNO_03344	K00299
AAJNHDNO_03345	0
AAJNHDNO_03346	K06714
AAJNHDNO_03347	K11902
AAJNHDNO_03348	K11891
AAJNHDNO_03349	K11892
AAJNHDNO_03350	K11893
AAJNHDNO_03351	K11918
AAJNHDNO_03352	K11901
AAJNHDNO_03353	K11900
AAJNHDNO_03354	K11903
AAJNHDNO_03355	K11919
AAJNHDNO_03356	K11896
AAJNHDNO_03357	K11895
AAJNHDNO_03358	K11907
AAJNHDNO_03360	0
AAJNHDNO_03361	K11904
AAJNHDNO_03362	0
AAJNHDNO_03363	0
AAJNHDNO_03364	0
AAJNHDNO_03365	0
AAJNHDNO_03366	K07303
AAJNHDNO_03367	K07302
AAJNHDNO_03368	0
AAJNHDNO_03369	0
AAJNHDNO_03370	K00101
AAJNHDNO_03371	0
AAJNHDNO_03372	0
AAJNHDNO_03373	K07116
AAJNHDNO_03374	K10531
AAJNHDNO_03375	K03088
AAJNHDNO_03376	K07165
AAJNHDNO_03377	K02005
AAJNHDNO_03378	K05685
AAJNHDNO_03379	K05685
AAJNHDNO_03380	0
AAJNHDNO_03381	0
AAJNHDNO_03382	K01273
AAJNHDNO_03383	K04127
AAJNHDNO_03384	0
AAJNHDNO_03385	0
AAJNHDNO_03386	K06160
AAJNHDNO_03387	K16088
AAJNHDNO_03388	0
AAJNHDNO_03389	0
AAJNHDNO_03390	0
AAJNHDNO_03391	0
AAJNHDNO_03392	0
AAJNHDNO_03393	0
AAJNHDNO_03394	0
AAJNHDNO_03395	0
AAJNHDNO_03396	K09815
AAJNHDNO_03397	K09817
AAJNHDNO_03398	K09816
AAJNHDNO_03399	0
AAJNHDNO_03400	K01071
AAJNHDNO_03401	K05375
AAJNHDNO_03402	K00836
AAJNHDNO_03403	0
AAJNHDNO_03404	0
AAJNHDNO_03405	K01194
AAJNHDNO_03406	0
AAJNHDNO_03407	K06911
AAJNHDNO_03408	0
AAJNHDNO_03409	0
AAJNHDNO_03410	0
AAJNHDNO_03412	0
AAJNHDNO_03413	0
AAJNHDNO_03414	0
AAJNHDNO_03415	K03088
AAJNHDNO_03416	K03896
AAJNHDNO_03417	K22468
AAJNHDNO_03419	0
AAJNHDNO_03420	0
AAJNHDNO_03421	0
AAJNHDNO_03422	0
AAJNHDNO_03423	0
AAJNHDNO_03424	0
AAJNHDNO_03425	0
AAJNHDNO_03426	0
AAJNHDNO_03427	0
AAJNHDNO_03428	K04087
AAJNHDNO_03429	0
AAJNHDNO_03430	0
AAJNHDNO_03431	0
AAJNHDNO_03432	K00605
AAJNHDNO_03433	K01752
AAJNHDNO_03434	K00600
AAJNHDNO_03435	K00281
AAJNHDNO_03436	K02437
AAJNHDNO_03437	0
AAJNHDNO_03438	0
AAJNHDNO_03439	K03721
AAJNHDNO_03440	0
AAJNHDNO_03441	K07214
AAJNHDNO_03442	0
AAJNHDNO_03443	0
AAJNHDNO_03444	K03824
AAJNHDNO_03445	0
AAJNHDNO_03446	K15125
AAJNHDNO_03447	0
AAJNHDNO_03448	0
AAJNHDNO_03449	K15125
AAJNHDNO_03450	K15125
AAJNHDNO_03451	K07326
AAJNHDNO_03452	0
AAJNHDNO_03453	0
AAJNHDNO_03454	K02014
AAJNHDNO_03455	K07165
AAJNHDNO_03456	K03088
AAJNHDNO_03457	0
AAJNHDNO_03458	K00450
AAJNHDNO_03459	K16165
AAJNHDNO_03460	K08195
AAJNHDNO_03461	K01800
AAJNHDNO_03462	0
AAJNHDNO_03463	K21117
AAJNHDNO_03464	K03805
AAJNHDNO_03465	0
AAJNHDNO_03466	K04084
AAJNHDNO_03467	K02483
AAJNHDNO_03468	K02484
AAJNHDNO_03469	K19713
AAJNHDNO_03470	0
AAJNHDNO_03471	0
AAJNHDNO_03472	K16137
AAJNHDNO_03474	0
AAJNHDNO_03475	0
AAJNHDNO_03476	0
AAJNHDNO_03477	0
AAJNHDNO_03478	0
AAJNHDNO_03479	K00344
AAJNHDNO_03480	K18297
AAJNHDNO_03481	K18298
AAJNHDNO_03482	K18299
AAJNHDNO_03483	K18300
AAJNHDNO_03484	0
AAJNHDNO_03485	0
AAJNHDNO_03486	K06867
AAJNHDNO_03487	0
AAJNHDNO_03488	K03449
AAJNHDNO_03489	0
AAJNHDNO_03490	0
AAJNHDNO_03491	0
AAJNHDNO_03492	0
AAJNHDNO_03493	0
AAJNHDNO_03495	K03381
AAJNHDNO_03496	K03464
AAJNHDNO_03497	K01856
AAJNHDNO_03498	K21756
AAJNHDNO_03499	0
AAJNHDNO_03500	K05599
AAJNHDNO_03501	K05600
AAJNHDNO_03502	K11311
AAJNHDNO_03503	K05783
AAJNHDNO_03504	K05784
AAJNHDNO_03505	K05550
AAJNHDNO_03506	K05549
AAJNHDNO_03507	0
AAJNHDNO_03508	K15726
AAJNHDNO_03509	K15727
AAJNHDNO_03510	K15725
AAJNHDNO_03511	K07665
AAJNHDNO_03512	K07644
AAJNHDNO_03514	0
AAJNHDNO_03515	K07789
AAJNHDNO_03516	K07788
AAJNHDNO_03517	K07799
AAJNHDNO_03518	K03568
AAJNHDNO_03519	0
AAJNHDNO_03520	K00817
AAJNHDNO_03521	K11065
AAJNHDNO_03522	K03310
AAJNHDNO_03523	K18900
AAJNHDNO_03524	0
AAJNHDNO_03525	K00981
AAJNHDNO_03526	0
AAJNHDNO_03527	0
AAJNHDNO_03528	K01090
AAJNHDNO_03529	0
AAJNHDNO_03530	K00995
AAJNHDNO_03531	K09800
AAJNHDNO_03532	K07278
AAJNHDNO_03533	0
AAJNHDNO_03534	K01142
AAJNHDNO_03535	K08234
AAJNHDNO_03536	0
AAJNHDNO_03537	K02040
AAJNHDNO_03538	K05794
AAJNHDNO_03539	0
AAJNHDNO_03540	K00249
AAJNHDNO_03541	0
AAJNHDNO_03542	0
AAJNHDNO_03543	K00626
AAJNHDNO_03544	0
AAJNHDNO_03545	K01895
AAJNHDNO_03546	0
AAJNHDNO_03547	K00666
AAJNHDNO_03548	K07507
AAJNHDNO_03550	0
AAJNHDNO_03552	0
AAJNHDNO_03553	K03406
AAJNHDNO_03554	0
AAJNHDNO_03555	K03321
AAJNHDNO_03557	K20962
AAJNHDNO_03558	0
AAJNHDNO_03560	K20258
AAJNHDNO_03562	K02482
AAJNHDNO_03563	0
AAJNHDNO_03564	K03406
AAJNHDNO_03565	K00496
AAJNHDNO_03566	K07078
AAJNHDNO_03567	0
AAJNHDNO_03568	K03719
AAJNHDNO_03569	0
AAJNHDNO_03570	K00453
AAJNHDNO_03571	K03923
AAJNHDNO_03572	0
AAJNHDNO_03574	K03607
AAJNHDNO_03575	K07679
AAJNHDNO_03577	K00995
AAJNHDNO_03578	K03703
AAJNHDNO_03579	K07689
AAJNHDNO_03580	K17940
AAJNHDNO_03581	0
AAJNHDNO_03582	0
AAJNHDNO_03583	K02014
AAJNHDNO_03584	0
AAJNHDNO_03585	K11073
AAJNHDNO_03586	0
AAJNHDNO_03587	K15553
AAJNHDNO_03588	K15553
AAJNHDNO_03589	K15553
AAJNHDNO_03590	0
AAJNHDNO_03591	K04091
AAJNHDNO_03592	K02051
AAJNHDNO_03593	K04091
AAJNHDNO_03594	0
AAJNHDNO_03595	0
AAJNHDNO_03596	0
AAJNHDNO_03597	0
AAJNHDNO_03599	0
AAJNHDNO_03600	0
AAJNHDNO_03601	0
AAJNHDNO_03602	0
AAJNHDNO_03603	K03791
AAJNHDNO_03604	0
AAJNHDNO_03605	0
AAJNHDNO_03606	0
AAJNHDNO_03607	0
AAJNHDNO_03608	0
AAJNHDNO_03609	K07497
AAJNHDNO_03610	K07483
AAJNHDNO_03611	0
AAJNHDNO_03613	K19416
AAJNHDNO_03614	K07235
AAJNHDNO_03615	K07236
AAJNHDNO_03616	K07237
AAJNHDNO_03617	K11179
AAJNHDNO_03618	0
AAJNHDNO_03619	K07393
AAJNHDNO_03620	K02302
AAJNHDNO_03621	K01875
AAJNHDNO_03622	K07478
AAJNHDNO_03623	K03634
AAJNHDNO_03624	K03466
AAJNHDNO_03625	K00384
AAJNHDNO_03626	K00684
AAJNHDNO_03627	K21420
AAJNHDNO_03628	K02518
AAJNHDNO_03629	K03694
AAJNHDNO_03630	K06891
AAJNHDNO_03631	K03704
AAJNHDNO_03632	K00031
AAJNHDNO_03633	K00031
AAJNHDNO_03634	K03574
AAJNHDNO_03635	K00566
AAJNHDNO_03636	K07153
AAJNHDNO_03637	0
AAJNHDNO_03638	K01756
AAJNHDNO_03639	K18850
AAJNHDNO_03640	0
AAJNHDNO_03641	0
AAJNHDNO_03642	0
AAJNHDNO_03643	K01637
AAJNHDNO_03644	K07093
AAJNHDNO_03645	0
AAJNHDNO_03646	K00330
AAJNHDNO_03647	K00331
AAJNHDNO_03648	K13378
AAJNHDNO_03649	K00334
AAJNHDNO_03650	K00335
AAJNHDNO_03651	K00336
AAJNHDNO_03652	K00337
AAJNHDNO_03653	K00338
AAJNHDNO_03654	K00339
AAJNHDNO_03655	K00340
AAJNHDNO_03656	K00341
AAJNHDNO_03657	K00342
AAJNHDNO_03658	K00343
AAJNHDNO_03659	0
AAJNHDNO_03660	K14415
AAJNHDNO_03661	0
AAJNHDNO_03662	K03406
AAJNHDNO_03663	K07084
AAJNHDNO_03664	K03406
AAJNHDNO_03666	0
AAJNHDNO_03667	0
AAJNHDNO_03668	0
AAJNHDNO_03669	0
AAJNHDNO_03670	0
AAJNHDNO_03671	0
AAJNHDNO_03672	0
AAJNHDNO_03673	K07234
AAJNHDNO_03674	0
AAJNHDNO_03675	K05916
AAJNHDNO_03676	K12266
AAJNHDNO_03677	K01737
AAJNHDNO_03678	0
AAJNHDNO_03679	0
AAJNHDNO_03680	0
AAJNHDNO_03681	0
AAJNHDNO_03682	K02460
AAJNHDNO_03683	K02456
AAJNHDNO_03684	K02458
AAJNHDNO_03685	K02456
AAJNHDNO_03686	K02456
AAJNHDNO_03687	K02455
AAJNHDNO_03688	K02454
AAJNHDNO_03689	K09688
AAJNHDNO_03690	0
AAJNHDNO_03691	K00344
AAJNHDNO_03692	0
AAJNHDNO_03693	K01061
AAJNHDNO_03694	K01754
AAJNHDNO_03695	0
AAJNHDNO_03696	0
AAJNHDNO_03697	K11904
AAJNHDNO_03698	K19610
AAJNHDNO_03699	K19609
AAJNHDNO_03700	K16089
AAJNHDNO_03701	K07017
AAJNHDNO_03702	K03885
AAJNHDNO_03703	0
AAJNHDNO_03704	K10806
AAJNHDNO_03705	K03671
AAJNHDNO_03706	0
AAJNHDNO_03707	K07506
AAJNHDNO_03708	0
AAJNHDNO_03709	0
AAJNHDNO_03710	0
AAJNHDNO_03711	0
AAJNHDNO_03712	K08217
AAJNHDNO_03713	0
AAJNHDNO_03714	0
AAJNHDNO_03716	K09989
AAJNHDNO_03717	0
AAJNHDNO_03718	0
AAJNHDNO_03719	0
AAJNHDNO_03720	K01738
AAJNHDNO_03721	0
AAJNHDNO_03722	K11073
AAJNHDNO_03723	0
AAJNHDNO_03724	0
AAJNHDNO_03725	0
AAJNHDNO_03726	K05524
AAJNHDNO_03727	0
AAJNHDNO_03728	K00433
AAJNHDNO_03729	0
AAJNHDNO_03730	0
AAJNHDNO_03731	0
AAJNHDNO_03732	K00568
AAJNHDNO_03733	0
AAJNHDNO_03735	0
AAJNHDNO_03736	K07223
AAJNHDNO_03737	0
AAJNHDNO_03738	K04068
AAJNHDNO_03739	0
AAJNHDNO_03740	0
AAJNHDNO_03741	K19048
AAJNHDNO_03742	0
AAJNHDNO_03743	K09384
AAJNHDNO_03744	0
AAJNHDNO_03745	0
AAJNHDNO_03746	K06877
AAJNHDNO_03747	0
AAJNHDNO_03748	0
AAJNHDNO_03749	0
AAJNHDNO_03750	0
AAJNHDNO_03751	0
AAJNHDNO_03752	0
AAJNHDNO_03753	0
AAJNHDNO_03754	0
AAJNHDNO_03755	0
AAJNHDNO_03757	0
AAJNHDNO_03759	0
AAJNHDNO_03760	0
AAJNHDNO_03761	0
AAJNHDNO_03762	0
AAJNHDNO_03763	0
AAJNHDNO_03764	0
AAJNHDNO_03765	K19231
AAJNHDNO_03766	0
AAJNHDNO_03767	0
AAJNHDNO_03768	0
AAJNHDNO_03769	0
AAJNHDNO_03770	K07001
AAJNHDNO_03771	0
AAJNHDNO_03772	0
AAJNHDNO_03773	K03581
AAJNHDNO_03774	K03582
AAJNHDNO_03775	K03583
AAJNHDNO_03776	0
AAJNHDNO_03778	0
AAJNHDNO_03780	0
AAJNHDNO_03781	0
AAJNHDNO_03782	K04046
AAJNHDNO_03783	K03658
AAJNHDNO_03784	K07497
AAJNHDNO_03785	0
AAJNHDNO_03786	K07733
AAJNHDNO_03787	0
AAJNHDNO_03788	K03496
AAJNHDNO_03789	0
AAJNHDNO_03791	K03406
AAJNHDNO_03793	0
AAJNHDNO_03794	0
AAJNHDNO_03795	0
AAJNHDNO_03796	K03088
AAJNHDNO_03797	0
AAJNHDNO_03798	0
AAJNHDNO_03799	0
AAJNHDNO_03800	K22463
AAJNHDNO_03801	K02014
AAJNHDNO_03802	K01628
AAJNHDNO_03803	K02030
AAJNHDNO_03804	K02029
AAJNHDNO_03805	K02029
AAJNHDNO_03806	K02028
AAJNHDNO_03807	K01760
AAJNHDNO_03808	0
AAJNHDNO_03809	K02014
AAJNHDNO_03810	K01273
AAJNHDNO_03811	K07124
AAJNHDNO_03812	0
AAJNHDNO_03813	0
AAJNHDNO_03814	0
AAJNHDNO_03816	0
AAJNHDNO_03817	0
AAJNHDNO_03818	0
AAJNHDNO_03819	K03563
AAJNHDNO_03823	K07482
AAJNHDNO_03824	0
AAJNHDNO_03825	0
AAJNHDNO_03826	K01420
AAJNHDNO_03828	K21471
AAJNHDNO_03829	0
AAJNHDNO_03830	K07483
AAJNHDNO_03831	0
AAJNHDNO_03832	0
AAJNHDNO_03833	0
AAJNHDNO_03834	0
AAJNHDNO_03836	K03726
AAJNHDNO_03838	K01992
AAJNHDNO_03839	K13926
AAJNHDNO_03840	K01993
AAJNHDNO_03841	0
AAJNHDNO_03842	K03821
AAJNHDNO_03843	K00626
AAJNHDNO_03844	K00023
AAJNHDNO_03845	K00208
AAJNHDNO_03846	K00925
AAJNHDNO_03847	K00625
AAJNHDNO_03848	0
AAJNHDNO_03849	0
AAJNHDNO_03850	0
AAJNHDNO_03852	0
AAJNHDNO_03853	K04764
AAJNHDNO_03854	K01890
AAJNHDNO_03855	K01889
AAJNHDNO_03856	K02887
AAJNHDNO_03857	K02916
AAJNHDNO_03858	K02520
AAJNHDNO_03859	K01868
AAJNHDNO_03860	0
AAJNHDNO_03864	0
AAJNHDNO_03866	K01265
AAJNHDNO_03867	0
AAJNHDNO_03868	K01150
AAJNHDNO_03869	0
AAJNHDNO_03870	0
AAJNHDNO_03871	0
AAJNHDNO_03872	K07058
AAJNHDNO_03873	0
AAJNHDNO_03874	0
AAJNHDNO_03875	0
AAJNHDNO_03876	0
AAJNHDNO_03877	0
AAJNHDNO_03878	0
AAJNHDNO_03879	K08276
AAJNHDNO_03880	0
AAJNHDNO_03881	0
AAJNHDNO_03882	0
AAJNHDNO_03883	0
AAJNHDNO_03884	0
AAJNHDNO_03885	0
AAJNHDNO_03886	K06995
AAJNHDNO_03890	0
AAJNHDNO_03891	K07223
AAJNHDNO_03893	0
AAJNHDNO_03894	0
AAJNHDNO_03895	0
AAJNHDNO_03896	K03574
AAJNHDNO_03897	0
AAJNHDNO_03898	0
AAJNHDNO_03899	0
AAJNHDNO_03900	0
AAJNHDNO_03901	0
AAJNHDNO_03902	0
AAJNHDNO_03903	0
AAJNHDNO_03904	0
AAJNHDNO_03906	K09471
AAJNHDNO_03907	K21990
AAJNHDNO_03908	0
AAJNHDNO_03909	0
AAJNHDNO_03910	0
AAJNHDNO_03912	0
AAJNHDNO_03913	0
AAJNHDNO_03914	0
AAJNHDNO_03915	K07727
AAJNHDNO_03916	0
AAJNHDNO_03917	K01295
AAJNHDNO_03918	K03406
AAJNHDNO_03919	0
AAJNHDNO_03921	0
AAJNHDNO_03922	0
AAJNHDNO_03924	0
AAJNHDNO_03925	0
AAJNHDNO_03926	0
AAJNHDNO_03927	0
AAJNHDNO_03928	K05539
AAJNHDNO_03929	K00616
