locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKJFLGDP_01218	CDS	1812		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
JKJFLGDP_01219	CDS	1752			COG1132	putative ABC transporter ATP-binding/permease protein
JKJFLGDP_01220	CDS	951				hypothetical protein
JKJFLGDP_01221	CDS	768	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JKJFLGDP_01222	CDS	1545	gsiB_1		COG0747	Glutathione-binding protein GsiB
JKJFLGDP_01223	CDS	1557	nikA		COG0747	Nickel-binding protein NikA
JKJFLGDP_01224	CDS	951	nikB		COG0601	Nickel transport system permease protein NikB
JKJFLGDP_01225	CDS	918	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
JKJFLGDP_01226	CDS	933	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
JKJFLGDP_01227	CDS	717	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
JKJFLGDP_01228	CDS	1539	gsiB_2		COG0747	Glutathione-binding protein GsiB
JKJFLGDP_01229	CDS	666				hypothetical protein
JKJFLGDP_01230	CDS	549				hypothetical protein
JKJFLGDP_01231	CDS	378				hypothetical protein
JKJFLGDP_01232	CDS	660	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JKJFLGDP_01233	CDS	831	mntB_2			Manganese transport system membrane protein MntB
JKJFLGDP_01234	CDS	1311				IS66 family transposase ISArch15
JKJFLGDP_01235	CDS	882				hypothetical protein
JKJFLGDP_01236	CDS	411	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
JKJFLGDP_01237	CDS	1251				hypothetical protein
JKJFLGDP_01238	CDS	828	oppC		COG1173	Oligopeptide transport system permease protein OppC
JKJFLGDP_01239	CDS	981	dppB_2		COG0601	Dipeptide transport system permease protein DppB
JKJFLGDP_01240	CDS	1602	dppE		COG4166	Dipeptide-binding protein DppE
JKJFLGDP_01241	CDS	1590	sgrR			HTH-type transcriptional regulator SgrR
JKJFLGDP_01242	CDS	942				hypothetical protein
JKJFLGDP_01243	CDS	1257	btuF_1			Vitamin B12-binding protein
JKJFLGDP_01244	CDS	468				hypothetical protein
JKJFLGDP_01245	CDS	402				hypothetical protein
JKJFLGDP_01246	CDS	225				hypothetical protein
JKJFLGDP_01247	CDS	1254				hypothetical protein
JKJFLGDP_01248	CDS	930				hypothetical protein
JKJFLGDP_01249	CDS	1125				hypothetical protein
JKJFLGDP_01250	CDS	921				hypothetical protein
JKJFLGDP_01251	CDS	1176				hypothetical protein
JKJFLGDP_01252	CDS	930				hypothetical protein
JKJFLGDP_01253	CDS	1146				hypothetical protein
JKJFLGDP_01254	CDS	438				hypothetical protein
JKJFLGDP_01255	CDS	762				hypothetical protein
JKJFLGDP_01256	CDS	870				hypothetical protein
JKJFLGDP_01257	CDS	1329				hypothetical protein
JKJFLGDP_01258	CDS	1050			COG3039	IS5 family transposase ISArch6
JKJFLGDP_01259	CDS	237				IS66 family transposase ISArch14
JKJFLGDP_01260	CDS	804				IS66 family transposase ISArch14
JKJFLGDP_01261	CDS	1194				IS701 family transposase ISMco3
JKJFLGDP_01262	CDS	420				hypothetical protein
JKJFLGDP_01263	CDS	1158				hypothetical protein
JKJFLGDP_01264	CDS	1614				hypothetical protein
JKJFLGDP_01265	CDS	282				hypothetical protein
JKJFLGDP_01266	CDS	252				hypothetical protein
JKJFLGDP_01267	CDS	420			COG3039	IS5 family transposase ISArch6
JKJFLGDP_01268	CDS	1593				hypothetical protein
JKJFLGDP_01269	CDS	1173				hypothetical protein
JKJFLGDP_01270	CDS	366				hypothetical protein
JKJFLGDP_01271	CDS	201				hypothetical protein
JKJFLGDP_01272	CDS	453				hypothetical protein
JKJFLGDP_01273	CDS	672				hypothetical protein
JKJFLGDP_01274	CDS	129				hypothetical protein
JKJFLGDP_01275	CDS	744				hypothetical protein
JKJFLGDP_01276	CDS	1491				hypothetical protein
JKJFLGDP_01277	tRNA	73				tRNA-Phe(gaa)
JKJFLGDP_01278	tRNA	76				tRNA-Val(gac)
JKJFLGDP_01279	CDS	1344				ISNCY family transposase ISMac19
JKJFLGDP_01280	CDS	345				hypothetical protein
JKJFLGDP_01281	CDS	546				hypothetical protein
JKJFLGDP_01282	CDS	234				hypothetical protein
JKJFLGDP_01283	CDS	1215	yajR		COG0477	Inner membrane transport protein YajR
JKJFLGDP_01284	CDS	393				hypothetical protein
JKJFLGDP_01285	CDS	9393				hypothetical protein
JKJFLGDP_01286	CDS	504	fae	4.2.1.147	COG1795	5,6,7,8-tetrahydromethanopterin hydro-lyase
JKJFLGDP_01287	CDS	669				hypothetical protein
JKJFLGDP_01288	CDS	1170	dnaJ		COG0484	Chaperone protein DnaJ
JKJFLGDP_01289	CDS	1854	dnaK		COG0443	Chaperone protein DnaK
JKJFLGDP_01290	CDS	576	grpE			Protein GrpE
JKJFLGDP_01291	CDS	1641	groL_3			60 kDa chaperonin
JKJFLGDP_01292	CDS	747	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
JKJFLGDP_01293	CDS	660	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
JKJFLGDP_01294	CDS	1005				hypothetical protein
JKJFLGDP_01295	CDS	438	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
JKJFLGDP_01296	CDS	531				hypothetical protein
JKJFLGDP_01297	CDS	993				hypothetical protein
JKJFLGDP_01298	CDS	771				hypothetical protein
JKJFLGDP_01299	tRNA	75				tRNA-Asp(gtc)
JKJFLGDP_01300	CDS	825				hypothetical protein
JKJFLGDP_01301	CDS	759	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
JKJFLGDP_01302	CDS	1032	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
JKJFLGDP_01303	CDS	450				hypothetical protein
JKJFLGDP_01304	CDS	1002	fbiC_1		COG1060	FO synthase
JKJFLGDP_01305	CDS	195				hypothetical protein
JKJFLGDP_01306	CDS	366				hypothetical protein
JKJFLGDP_01307	CDS	570				hypothetical protein
JKJFLGDP_01308	CDS	894	fbiA	2.7.8.28		Phosphoenolpyruvate transferase
JKJFLGDP_01309	CDS	960				hypothetical protein
JKJFLGDP_01310	CDS	246				hypothetical protein
JKJFLGDP_01311	CDS	108				hypothetical protein
JKJFLGDP_01312	CDS	150				hypothetical protein
JKJFLGDP_01313	CDS	648				hypothetical protein
JKJFLGDP_01314	CDS	936	mtgA	2.1.1.-	COG1962	Methylcorrinoid:tetrahydrofolate methyltransferase
JKJFLGDP_01315	CDS	258				hypothetical protein
JKJFLGDP_01316	CDS	228				hypothetical protein
JKJFLGDP_01317	CDS	732				hypothetical protein
JKJFLGDP_01318	CDS	354				hypothetical protein
JKJFLGDP_01319	CDS	828				hypothetical protein
JKJFLGDP_01320	CDS	687				hypothetical protein
JKJFLGDP_01321	CDS	906				hypothetical protein
JKJFLGDP_01322	CDS	537				hypothetical protein
JKJFLGDP_01323	tRNA	98				tRNA-Leu(cag)
JKJFLGDP_01324	CDS	720				hypothetical protein
JKJFLGDP_01325	CDS	1038	mvaS_1	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
JKJFLGDP_01326	CDS	1164	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
JKJFLGDP_01327	CDS	444				hypothetical protein
JKJFLGDP_01328	CDS	744				hypothetical protein
JKJFLGDP_01329	CDS	999				hypothetical protein
JKJFLGDP_01330	CDS	132				hypothetical protein
JKJFLGDP_01331	CDS	393				hypothetical protein
JKJFLGDP_01332	CDS	777	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
JKJFLGDP_01333	tRNA	74				tRNA-His(gtg)
JKJFLGDP_01334	CDS	1572				hypothetical protein
JKJFLGDP_01335	CDS	774				hypothetical protein
JKJFLGDP_01336	CDS	1257				hypothetical protein
JKJFLGDP_01337	CDS	108				hypothetical protein
JKJFLGDP_01338	CDS	939	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
JKJFLGDP_01339	CDS	918	aroA'	2.2.1.10		2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
JKJFLGDP_01340	CDS	693	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JKJFLGDP_01341	CDS	960				hypothetical protein
JKJFLGDP_01342	CDS	138				hypothetical protein
JKJFLGDP_01343	CDS	159				hypothetical protein
JKJFLGDP_01344	CDS	1833				hypothetical protein
JKJFLGDP_01345	CDS	1980				hypothetical protein
JKJFLGDP_01346	CDS	318	carAc			Ferredoxin CarAc
JKJFLGDP_01347	CDS	1194				hypothetical protein
JKJFLGDP_01348	CDS	1011				hypothetical protein
JKJFLGDP_01349	CDS	1866				hypothetical protein
JKJFLGDP_01350	CDS	762				hypothetical protein
JKJFLGDP_01351	CDS	1311				IS66 family transposase ISArch15
JKJFLGDP_01352	CDS	879				hypothetical protein
JKJFLGDP_01353	CDS	243				hypothetical protein
JKJFLGDP_01354	CDS	798				hypothetical protein
JKJFLGDP_01355	CDS	1302	gpmI_1	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JKJFLGDP_01356	CDS	1188	pyrF_1			Orotidine 5'-phosphate decarboxylase
JKJFLGDP_01357	CDS	1260				hypothetical protein
JKJFLGDP_01358	CDS	597				hypothetical protein
JKJFLGDP_01359	CDS	1533				hypothetical protein
JKJFLGDP_01360	CDS	1224				hypothetical protein
JKJFLGDP_01361	CDS	1887				hypothetical protein
JKJFLGDP_01362	CDS	588	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
JKJFLGDP_01363	CDS	1077	rip3		COG0517	Putative zinc metalloprotease Rip3
JKJFLGDP_01364	CDS	1311				hypothetical protein
JKJFLGDP_01365	CDS	672				hypothetical protein
JKJFLGDP_01366	CDS	1062	trm1	2.1.1.215	COG1867	tRNA (guanine(26)-N(2)/guanine(27)-N(2))-dimethyltransferase
JKJFLGDP_01367	CDS	1554				hypothetical protein
JKJFLGDP_01368	CDS	1353	purH	3.5.4.10		Bifunctional purine biosynthesis protein PurH
JKJFLGDP_01369	CDS	330				hypothetical protein
JKJFLGDP_01370	CDS	441				hypothetical protein
JKJFLGDP_01371	CDS	825	ycf3_8			Photosystem I assembly protein Ycf3
JKJFLGDP_01372	CDS	270				hypothetical protein
JKJFLGDP_01373	CDS	402				hypothetical protein
JKJFLGDP_01374	CDS	624				hypothetical protein
JKJFLGDP_01375	CDS	384				hypothetical protein
JKJFLGDP_01376	CDS	1311	thiL_1	2.7.4.16		Thiamine-monophosphate kinase
JKJFLGDP_01377	CDS	1716	mutL			DNA mismatch repair protein MutL
JKJFLGDP_01378	CDS	2622	mutS		COG0249	DNA mismatch repair protein MutS
JKJFLGDP_01379	CDS	693				hypothetical protein
JKJFLGDP_01380	CDS	543				hypothetical protein
JKJFLGDP_01381	CDS	1815				hypothetical protein
JKJFLGDP_01382	CDS	684				hypothetical protein
JKJFLGDP_01383	CDS	1134	menJ	1.3.99.38	COG0644	Menaquinone reductase
JKJFLGDP_01384	CDS	1284	bzaF_2	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
JKJFLGDP_01385	CDS	468				hypothetical protein
JKJFLGDP_01386	CDS	1104				hypothetical protein
JKJFLGDP_01387	CDS	891				hypothetical protein
JKJFLGDP_01388	CDS	1110	cetZ			Tubulin-like protein CetZ
JKJFLGDP_01389	CDS	1245				hypothetical protein
JKJFLGDP_01390	CDS	849	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
JKJFLGDP_01391	CDS	813	nadX	1.4.1.21		L-aspartate dehydrogenase
JKJFLGDP_01392	CDS	1122	acuC_1			Acetoin utilization protein AcuC
JKJFLGDP_01393	CDS	198				hypothetical protein
JKJFLGDP_01394	CDS	876				hypothetical protein
JKJFLGDP_01395	CDS	564				hypothetical protein
JKJFLGDP_01396	CDS	2577	valS_1	6.1.1.9		Valine--tRNA ligase
JKJFLGDP_01397	CDS	492				hypothetical protein
JKJFLGDP_01398	CDS	516				hypothetical protein
JKJFLGDP_01399	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
JKJFLGDP_01400	CDS	1116				hypothetical protein
JKJFLGDP_01401	CDS	2091				hypothetical protein
JKJFLGDP_01402	CDS	1053				hypothetical protein
JKJFLGDP_01403	CDS	1320				hypothetical protein
JKJFLGDP_01404	CDS	546		3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
JKJFLGDP_01405	CDS	1656	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
JKJFLGDP_01406	CDS	1893	actP			Cation/acetate symporter ActP
JKJFLGDP_01407	CDS	1152				hypothetical protein
JKJFLGDP_01408	CDS	402				hypothetical protein
JKJFLGDP_01409	CDS	993				hypothetical protein
JKJFLGDP_01410	tRNA	74				tRNA-Gln(ttg)
JKJFLGDP_01411	tRNA	77				tRNA-Glu(ttc)
JKJFLGDP_01412	CDS	723				hypothetical protein
JKJFLGDP_01413	CDS	723				hypothetical protein
JKJFLGDP_01414	CDS	816				hypothetical protein
JKJFLGDP_01415	CDS	774				hypothetical protein
JKJFLGDP_01416	CDS	1182				hypothetical protein
JKJFLGDP_01417	CDS	711				hypothetical protein
JKJFLGDP_01418	CDS	1095	btuF_2			Vitamin B12-binding protein
JKJFLGDP_01419	CDS	1107				hypothetical protein
JKJFLGDP_01420	CDS	909	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
JKJFLGDP_01421	CDS	1056	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
JKJFLGDP_01422	CDS	834	nadK	2.7.1.23	COG0061	NAD kinase
JKJFLGDP_01423	CDS	699	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
JKJFLGDP_01424	CDS	1551	opuE_1		COG0591	Osmoregulated proline transporter OpuE
JKJFLGDP_01425	tRNA	74				tRNA-Val(tac)
JKJFLGDP_01426	CDS	1245				hypothetical protein
JKJFLGDP_01427	CDS	675	nth	4.2.99.18	COG0177	Endonuclease III
JKJFLGDP_01428	tRNA	75				tRNA-Glu(ctc)
JKJFLGDP_01429	CDS	132				hypothetical protein
JKJFLGDP_01430	CDS	1266				IS1634 family transposase ISMth2
JKJFLGDP_01431	CDS	1239				hypothetical protein
JKJFLGDP_01432	CDS	840				IS21 family transposase ISMac9
JKJFLGDP_01433	CDS	414				hypothetical protein
JKJFLGDP_01434	CDS	696				hypothetical protein
JKJFLGDP_01435	CDS	879				hypothetical protein
JKJFLGDP_01436	CDS	705				hypothetical protein
JKJFLGDP_01437	CDS	1059				hypothetical protein
JKJFLGDP_01438	tRNA	86				tRNA-Leu(taa)
JKJFLGDP_01439	CDS	600				hypothetical protein
JKJFLGDP_01440	CDS	456				hypothetical protein
JKJFLGDP_01441	CDS	3570				hypothetical protein
JKJFLGDP_01442	CDS	357				hypothetical protein
JKJFLGDP_01443	CDS	816	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
JKJFLGDP_01444	CDS	3648	tolB_3			Tol-Pal system protein TolB
JKJFLGDP_01445	CDS	741				hypothetical protein
JKJFLGDP_01446	CDS	1329	pgk/tpi		COG0126	Bifunctional PGK/TIM
JKJFLGDP_01447	CDS	939				hypothetical protein
JKJFLGDP_01448	CDS	1044	scpB			Segregation and condensation protein B
JKJFLGDP_01449	CDS	1641				hypothetical protein
JKJFLGDP_01450	CDS	1944				hypothetical protein
JKJFLGDP_01451	CDS	537				hypothetical protein
JKJFLGDP_01452	CDS	309				hypothetical protein
JKJFLGDP_01453	CDS	720	scpA			Segregation and condensation protein A
JKJFLGDP_01454	CDS	3525	smc_1		COG1196	Chromosome partition protein Smc
JKJFLGDP_01455	CDS	1224				hypothetical protein
JKJFLGDP_01456	CDS	1176		1.8.98.-	COG0641	Anaerobic sulfatase-maturating enzyme
JKJFLGDP_01457	CDS	453				hypothetical protein
JKJFLGDP_01458	CDS	726				hypothetical protein
JKJFLGDP_01459	CDS	702	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
JKJFLGDP_01460	CDS	786		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290
JKJFLGDP_01461	CDS	384				hypothetical protein
JKJFLGDP_01462	CDS	1104	aspC_1	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
JKJFLGDP_01463	CDS	507				hypothetical protein
JKJFLGDP_01464	CDS	444	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
JKJFLGDP_01465	CDS	1293				hypothetical protein
JKJFLGDP_01466	CDS	654				hypothetical protein
JKJFLGDP_01467	CDS	903	nadA	2.5.1.72	COG0379	Quinolinate synthase A
JKJFLGDP_01468	CDS	3561				hypothetical protein
JKJFLGDP_01469	CDS	429				hypothetical protein
JKJFLGDP_01470	CDS	963	thiL_2	2.7.4.16		Thiamine-monophosphate kinase
JKJFLGDP_01471	CDS	816				hypothetical protein
JKJFLGDP_01472	CDS	447				hypothetical protein
JKJFLGDP_01473	CDS	1263	ylmB	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
JKJFLGDP_01474	CDS	1521	gpmI_2	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JKJFLGDP_01475	CDS	636	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
JKJFLGDP_01476	CDS	597				hypothetical protein
JKJFLGDP_01477	CDS	213				hypothetical protein
JKJFLGDP_01478	CDS	612				hypothetical protein
JKJFLGDP_01479	CDS	195				hypothetical protein
JKJFLGDP_01480	CDS	717	ogg		COG1059	putative N-glycosylase/DNA lyase
JKJFLGDP_01481	CDS	1986	uvrB			UvrABC system protein B
JKJFLGDP_01482	CDS	1362	mepA		COG0534	Multidrug export protein MepA
JKJFLGDP_01483	CDS	222				hypothetical protein
JKJFLGDP_01484	CDS	99				hypothetical protein
JKJFLGDP_01485	CDS	291				hypothetical protein
JKJFLGDP_01486	CDS	264				hypothetical protein
JKJFLGDP_01487	CDS	471				hypothetical protein
JKJFLGDP_01488	CDS	867				hypothetical protein
JKJFLGDP_01489	CDS	144				hypothetical protein
JKJFLGDP_01490	CDS	486	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
JKJFLGDP_01491	CDS	1410	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
JKJFLGDP_01492	CDS	513				hypothetical protein
JKJFLGDP_01493	CDS	954				hypothetical protein
JKJFLGDP_01494	CDS	558				hypothetical protein
JKJFLGDP_01495	CDS	876				hypothetical protein
JKJFLGDP_01496	CDS	672				hypothetical protein
JKJFLGDP_01497	CDS	1482				hypothetical protein
JKJFLGDP_01498	CDS	3426				hypothetical protein
JKJFLGDP_01499	CDS	405				hypothetical protein
JKJFLGDP_01500	CDS	108				hypothetical protein
JKJFLGDP_01501	CDS	831				hypothetical protein
JKJFLGDP_01502	CDS	1269				hypothetical protein
JKJFLGDP_01503	CDS	984				hypothetical protein
JKJFLGDP_01504	CDS	366				hypothetical protein
JKJFLGDP_01505	CDS	309				hypothetical protein
JKJFLGDP_01506	CDS	282				hypothetical protein
JKJFLGDP_01507	CDS	1308				hypothetical protein
JKJFLGDP_01508	CDS	237				IS66 family transposase ISArch14
JKJFLGDP_01509	CDS	462				hypothetical protein
JKJFLGDP_01510	CDS	1248				hypothetical protein
JKJFLGDP_01511	CDS	909	pstC		COG0573	Phosphate transport system permease protein PstC
JKJFLGDP_01512	CDS	1101				hypothetical protein
JKJFLGDP_01513	CDS	1905	GATB	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial
JKJFLGDP_01514	CDS	231				hypothetical protein
JKJFLGDP_01515	CDS	381				hypothetical protein
JKJFLGDP_01516	CDS	249				hypothetical protein
JKJFLGDP_01517	CDS	666				hypothetical protein
JKJFLGDP_01518	CDS	279				hypothetical protein
JKJFLGDP_01519	CDS	735				hypothetical protein
JKJFLGDP_01520	CDS	1023				hypothetical protein
JKJFLGDP_01521	CDS	1770				hypothetical protein
JKJFLGDP_01522	CDS	1089	aroC	4.2.3.5	COG0082	Chorismate synthase
JKJFLGDP_01523	CDS	1269	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
JKJFLGDP_01524	CDS	2136				hypothetical protein
JKJFLGDP_01525	CDS	459				hypothetical protein
JKJFLGDP_01526	CDS	705	cysG_2		COG0007	Siroheme synthase
JKJFLGDP_01527	CDS	1248	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
JKJFLGDP_01528	CDS	957	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
JKJFLGDP_01529	CDS	1032				hypothetical protein
JKJFLGDP_01530	CDS	591	paeR7IR	3.1.21.4		Type-2 restriction enzyme PaeR7I
JKJFLGDP_01531	CDS	531				hypothetical protein
JKJFLGDP_01532	CDS	1332		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
JKJFLGDP_01533	CDS	981				hypothetical protein
JKJFLGDP_01534	CDS	744				hypothetical protein
JKJFLGDP_01535	CDS	453				hypothetical protein
JKJFLGDP_01536	CDS	558	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
JKJFLGDP_01537	CDS	492				hypothetical protein
JKJFLGDP_01538	CDS	1977				hypothetical protein
JKJFLGDP_01539	CDS	483				hypothetical protein
JKJFLGDP_01540	CDS	768				hypothetical protein
JKJFLGDP_01541	CDS	420				hypothetical protein
JKJFLGDP_01542	CDS	408				hypothetical protein
JKJFLGDP_01543	CDS	264				hypothetical protein
JKJFLGDP_01544	CDS	534		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
JKJFLGDP_01545	CDS	822	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
JKJFLGDP_01546	CDS	1242	ansA	3.5.1.1	COG0252	L-asparaginase 1
JKJFLGDP_01547	CDS	453				hypothetical protein
JKJFLGDP_01548	CDS	630				hypothetical protein
JKJFLGDP_01549	CDS	234				hypothetical protein
JKJFLGDP_01550	CDS	750	fbiB_4		COG0778	Bifunctional F420 biosynthesis protein FbiB
JKJFLGDP_01551	CDS	699	fbiD	2.7.7.68		Phosphoenolpyruvate guanylyltransferase
JKJFLGDP_01552	CDS	306				hypothetical protein
JKJFLGDP_01553	CDS	723				hypothetical protein
JKJFLGDP_01554	CDS	1248	hflX		COG2262	GTPase HflX
JKJFLGDP_01555	CDS	342				hypothetical protein
JKJFLGDP_01556	CDS	633	polX_2		COG1387	DNA polymerase/3'-5' exonuclease PolX
JKJFLGDP_01557	CDS	315				hypothetical protein
JKJFLGDP_01558	CDS	909	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
JKJFLGDP_01559	CDS	222				hypothetical protein
JKJFLGDP_01560	CDS	90				hypothetical protein
JKJFLGDP_01561	CDS	1011		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
JKJFLGDP_01562	CDS	537				hypothetical protein
JKJFLGDP_01563	CDS	1101	ftsH_3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JKJFLGDP_01564	CDS	120				hypothetical protein
JKJFLGDP_01565	CDS	1167	mftC_2	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
JKJFLGDP_01566	CDS	1503	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
JKJFLGDP_01567	CDS	825	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
JKJFLGDP_01568	CDS	1269	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
JKJFLGDP_01569	CDS	1215	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
JKJFLGDP_01570	CDS	306				hypothetical protein
JKJFLGDP_01571	CDS	366				hypothetical protein
JKJFLGDP_01572	CDS	540				hypothetical protein
JKJFLGDP_01573	CDS	1314	trkA		COG0569	Trk system potassium uptake protein TrkA
JKJFLGDP_01574	CDS	1602	trkH_2		COG0168	Trk system potassium uptake protein TrkH
JKJFLGDP_01575	CDS	762		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
JKJFLGDP_01576	CDS	480	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
JKJFLGDP_01577	CDS	471				hypothetical protein
JKJFLGDP_01578	CDS	648			COG0500	putative protein
JKJFLGDP_01579	CDS	333				hypothetical protein
JKJFLGDP_01580	CDS	861	asrC	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
JKJFLGDP_01581	CDS	150				hypothetical protein
JKJFLGDP_01582	CDS	1068				hypothetical protein
JKJFLGDP_01583	CDS	1155				hypothetical protein
JKJFLGDP_01584	CDS	543	cysC	2.7.1.25		putative adenylyl-sulfate kinase
JKJFLGDP_01585	CDS	273				hypothetical protein
JKJFLGDP_01586	CDS	315				hypothetical protein
JKJFLGDP_01587	CDS	978				hypothetical protein
JKJFLGDP_01588	CDS	633	rplA		COG0081	50S ribosomal protein L1
JKJFLGDP_01589	CDS	477	rplK		COG0080	50S ribosomal protein L11
JKJFLGDP_01590	CDS	456				hypothetical protein
JKJFLGDP_01591	CDS	597				hypothetical protein
JKJFLGDP_01592	CDS	243				hypothetical protein
JKJFLGDP_01593	CDS	1002				hypothetical protein
JKJFLGDP_01594	CDS	1086				hypothetical protein
JKJFLGDP_01595	CDS	1257	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
JKJFLGDP_01596	CDS	336				hypothetical protein
JKJFLGDP_01597	CDS	180				hypothetical protein
JKJFLGDP_01598	CDS	408				hypothetical protein
JKJFLGDP_01599	CDS	348				hypothetical protein
JKJFLGDP_01600	CDS	744	rnz	3.1.26.11	COG1234	Ribonuclease Z
JKJFLGDP_01601	CDS	687	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
JKJFLGDP_01602	CDS	690				hypothetical protein
JKJFLGDP_01603	CDS	474				hypothetical protein
JKJFLGDP_01604	CDS	486				hypothetical protein
JKJFLGDP_01605	CDS	273				hypothetical protein
JKJFLGDP_01606	CDS	975				hypothetical protein
JKJFLGDP_01607	CDS	588				hypothetical protein
JKJFLGDP_01608	CDS	417				hypothetical protein
JKJFLGDP_01609	CDS	678				hypothetical protein
JKJFLGDP_01610	CDS	498				hypothetical protein
JKJFLGDP_01611	CDS	774	prcA			Proteasome subunit alpha
JKJFLGDP_01612	CDS	699				hypothetical protein
JKJFLGDP_01613	CDS	666	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
JKJFLGDP_01614	CDS	762	rph_1	2.7.7.56	COG0689	Ribonuclease PH
JKJFLGDP_01615	CDS	777	rph_2	2.7.7.56	COG0689	Ribonuclease PH
JKJFLGDP_01616	CDS	282				hypothetical protein
JKJFLGDP_01617	CDS	138				hypothetical protein
JKJFLGDP_01618	CDS	411				hypothetical protein
JKJFLGDP_01619	CDS	228				hypothetical protein
JKJFLGDP_01620	CDS	363				hypothetical protein
JKJFLGDP_01621	tRNA	77				tRNA-Arg(tct)
JKJFLGDP_01622	CDS	186				hypothetical protein
JKJFLGDP_01623	CDS	588				hypothetical protein
JKJFLGDP_01624	CDS	1050		2.5.-.-		Deoxyhypusine synthase-like protein
JKJFLGDP_01625	CDS	1044			COG3039	IS5 family transposase ISArch21
JKJFLGDP_01626	CDS	1944	speA	4.1.1.19		Biosynthetic arginine decarboxylase
JKJFLGDP_01627	CDS	1860				hypothetical protein
JKJFLGDP_01628	CDS	783				hypothetical protein
