query	KEGG
NGEEOFDF_02898	0
NGEEOFDF_02899	0
NGEEOFDF_02900	0
NGEEOFDF_02901	0
NGEEOFDF_02903	0
NGEEOFDF_02904	0
NGEEOFDF_02905	0
NGEEOFDF_02906	0
NGEEOFDF_02907	0
NGEEOFDF_02908	K07497
NGEEOFDF_02909	K07483
NGEEOFDF_02910	0
NGEEOFDF_02911	0
NGEEOFDF_02912	K02477
NGEEOFDF_02913	K02478
NGEEOFDF_02914	0
NGEEOFDF_02915	0
NGEEOFDF_02916	0
NGEEOFDF_02917	K07804
NGEEOFDF_02918	0
NGEEOFDF_02919	0
NGEEOFDF_02920	0
NGEEOFDF_02921	0
NGEEOFDF_02922	0
NGEEOFDF_02923	0
NGEEOFDF_02924	0
NGEEOFDF_02925	0
NGEEOFDF_02926	0
NGEEOFDF_02927	0
NGEEOFDF_02928	0
NGEEOFDF_02929	0
NGEEOFDF_02930	0
NGEEOFDF_02931	0
NGEEOFDF_02932	0
NGEEOFDF_02933	K07483
NGEEOFDF_02934	K07497
NGEEOFDF_02935	0
NGEEOFDF_02936	0
NGEEOFDF_02937	0
NGEEOFDF_02938	0
NGEEOFDF_02939	0
NGEEOFDF_02940	K14744
NGEEOFDF_02942	0
NGEEOFDF_02943	K01185
NGEEOFDF_02944	0
NGEEOFDF_02945	0
NGEEOFDF_02946	0
NGEEOFDF_02947	K07497
NGEEOFDF_02948	0
NGEEOFDF_02949	0
NGEEOFDF_02950	0
NGEEOFDF_02951	0
NGEEOFDF_02952	0
NGEEOFDF_02953	0
NGEEOFDF_02954	0
NGEEOFDF_02955	0
NGEEOFDF_02956	0
NGEEOFDF_02957	0
NGEEOFDF_02958	0
NGEEOFDF_02959	0
NGEEOFDF_02960	0
NGEEOFDF_02961	0
NGEEOFDF_02962	0
NGEEOFDF_02963	0
NGEEOFDF_02964	K07729
NGEEOFDF_02968	0
NGEEOFDF_02969	0
NGEEOFDF_02970	0
NGEEOFDF_02971	0
NGEEOFDF_02972	0
NGEEOFDF_02973	0
NGEEOFDF_02974	0
NGEEOFDF_02975	K01143
NGEEOFDF_02976	0
NGEEOFDF_02977	0
NGEEOFDF_02978	0
NGEEOFDF_02979	0
NGEEOFDF_02980	0
NGEEOFDF_02981	0
NGEEOFDF_02982	0
NGEEOFDF_02983	0
NGEEOFDF_02984	0
NGEEOFDF_02986	0
NGEEOFDF_02987	K14059
NGEEOFDF_02988	K21089
NGEEOFDF_02989	0
NGEEOFDF_02990	K05846
NGEEOFDF_02991	K05847
NGEEOFDF_02992	K05846
NGEEOFDF_02993	K05845
NGEEOFDF_02994	K05349
NGEEOFDF_02995	K03777
NGEEOFDF_02996	K07262
NGEEOFDF_02997	0
NGEEOFDF_02998	0
NGEEOFDF_02999	K03366
NGEEOFDF_03000	K15550
NGEEOFDF_03001	K05541
NGEEOFDF_03002	K00480
NGEEOFDF_03003	K01800
NGEEOFDF_03004	K16165
NGEEOFDF_03005	K00450
NGEEOFDF_03006	K07165
NGEEOFDF_03007	0
NGEEOFDF_03008	K06518
NGEEOFDF_03009	0
NGEEOFDF_03010	K01489
NGEEOFDF_03011	K03748
NGEEOFDF_03012	0
NGEEOFDF_03013	K17722
NGEEOFDF_03014	K17723
NGEEOFDF_03015	K10541
NGEEOFDF_03016	K02056
NGEEOFDF_03017	K10439
NGEEOFDF_03018	K02529
NGEEOFDF_03019	K07148
NGEEOFDF_03020	K01495
NGEEOFDF_03021	K01070
NGEEOFDF_03022	K16089
NGEEOFDF_03023	K11733
NGEEOFDF_03024	0
NGEEOFDF_03025	0
NGEEOFDF_03026	K01151
NGEEOFDF_03027	K16328
NGEEOFDF_03028	K16324
NGEEOFDF_03029	K01239
NGEEOFDF_03030	K16326
NGEEOFDF_03031	K16324
NGEEOFDF_03032	K16329
NGEEOFDF_03033	K16328
NGEEOFDF_03034	K02768
NGEEOFDF_03035	K00882
NGEEOFDF_03036	K02768
NGEEOFDF_03037	K03291
NGEEOFDF_03038	K06940
NGEEOFDF_03039	K02356
NGEEOFDF_03040	K00040
NGEEOFDF_03041	0
NGEEOFDF_03042	K19803
NGEEOFDF_03043	K13694
NGEEOFDF_03044	0
NGEEOFDF_03045	K02035
NGEEOFDF_03046	K13894
NGEEOFDF_03047	K13895
NGEEOFDF_03048	K13892
NGEEOFDF_03049	0
NGEEOFDF_03050	K07552
NGEEOFDF_03051	K06183
NGEEOFDF_03052	K19789
NGEEOFDF_03053	K02897
NGEEOFDF_03054	K06899
NGEEOFDF_03055	K09904
NGEEOFDF_03056	K07014
NGEEOFDF_03058	0
NGEEOFDF_03059	K07685
NGEEOFDF_03060	K02200
NGEEOFDF_03061	K02199
NGEEOFDF_03062	K02198
NGEEOFDF_03063	K02197
NGEEOFDF_03064	K02196
NGEEOFDF_03065	K02195
NGEEOFDF_03066	K02194
NGEEOFDF_03067	K02193
NGEEOFDF_03068	K02569
NGEEOFDF_03069	K02568
NGEEOFDF_03070	K02574
NGEEOFDF_03071	K02573
NGEEOFDF_03072	K02567
NGEEOFDF_03073	K02570
NGEEOFDF_03074	K02572
NGEEOFDF_03076	K08276
NGEEOFDF_03077	K00116
NGEEOFDF_03078	K06159
NGEEOFDF_03079	K03919
NGEEOFDF_03080	K00567
NGEEOFDF_03081	K03734
NGEEOFDF_03082	K09475
NGEEOFDF_03083	K07676
NGEEOFDF_03084	K07687
NGEEOFDF_03085	K07677
NGEEOFDF_03086	0
NGEEOFDF_03087	0
NGEEOFDF_03088	0
NGEEOFDF_03089	K06894
NGEEOFDF_03090	K09934
NGEEOFDF_03091	0
NGEEOFDF_03092	K02469
NGEEOFDF_03093	K00568
NGEEOFDF_03094	K07279
NGEEOFDF_03095	K00525
NGEEOFDF_03096	K00526
NGEEOFDF_03097	K11107
NGEEOFDF_03098	0
NGEEOFDF_03099	0
NGEEOFDF_03100	0
NGEEOFDF_03103	K01126
NGEEOFDF_03104	K02445
NGEEOFDF_03105	K00111
NGEEOFDF_03106	K00112
NGEEOFDF_03107	K00113
NGEEOFDF_03108	0
NGEEOFDF_03109	K02510
NGEEOFDF_03110	0
NGEEOFDF_03111	K07483
NGEEOFDF_03112	K07497
NGEEOFDF_03113	0
NGEEOFDF_03114	K12661
NGEEOFDF_03115	0
NGEEOFDF_03116	0
NGEEOFDF_03117	0
NGEEOFDF_03118	K12944
NGEEOFDF_03119	0
NGEEOFDF_03120	K07806
NGEEOFDF_03121	K10012
NGEEOFDF_03122	K01784
NGEEOFDF_03123	K13014
NGEEOFDF_03124	K07264
NGEEOFDF_03125	K12962
NGEEOFDF_03126	K12963
NGEEOFDF_03127	K19238
NGEEOFDF_03128	K00666
NGEEOFDF_03129	K02549
NGEEOFDF_03130	K01661
NGEEOFDF_03131	K08680
NGEEOFDF_03132	K02551
NGEEOFDF_03133	K01851
NGEEOFDF_03134	K05594
NGEEOFDF_03135	K02348
NGEEOFDF_03136	K00784
NGEEOFDF_03137	K18015
NGEEOFDF_03138	0
NGEEOFDF_03139	K00343
NGEEOFDF_03140	K00342
NGEEOFDF_03141	K00341
NGEEOFDF_03142	K00340
NGEEOFDF_03143	K00339
NGEEOFDF_03144	K00338
NGEEOFDF_03145	K00337
NGEEOFDF_03146	K00336
NGEEOFDF_03147	K00335
NGEEOFDF_03148	K00334
NGEEOFDF_03149	K13378
NGEEOFDF_03150	K00331
NGEEOFDF_03151	K00330
NGEEOFDF_03153	0
NGEEOFDF_03154	K14260
NGEEOFDF_03155	K08722
NGEEOFDF_03156	0
NGEEOFDF_03157	K19270
NGEEOFDF_03158	K09161
NGEEOFDF_03159	K09899
NGEEOFDF_03160	K00925
NGEEOFDF_03161	K13788
NGEEOFDF_03162	0
NGEEOFDF_03163	K01823
NGEEOFDF_03164	K07095
NGEEOFDF_03165	K00799
NGEEOFDF_03166	K11209
NGEEOFDF_03167	K07589
NGEEOFDF_03168	K07071
NGEEOFDF_03169	0
NGEEOFDF_03170	K10017
NGEEOFDF_03171	K10015
NGEEOFDF_03172	K10016
NGEEOFDF_03173	K09996
NGEEOFDF_03174	K09996
NGEEOFDF_03175	K03186
NGEEOFDF_03176	K00764
NGEEOFDF_03177	K03558
NGEEOFDF_03178	K03749
NGEEOFDF_03179	K11754
NGEEOFDF_03180	K01963
NGEEOFDF_03181	K03975
NGEEOFDF_03182	K06173
NGEEOFDF_03183	K00133
NGEEOFDF_03184	K03473
NGEEOFDF_03185	0
NGEEOFDF_03186	0
NGEEOFDF_03187	K00647
NGEEOFDF_03188	K15461
NGEEOFDF_03189	0
NGEEOFDF_03190	K09906
NGEEOFDF_03191	K07090
NGEEOFDF_03192	K07261
NGEEOFDF_03193	K01736
NGEEOFDF_03194	K07320
NGEEOFDF_03195	0
NGEEOFDF_03196	0
NGEEOFDF_03197	0
NGEEOFDF_03198	0
NGEEOFDF_03199	0
NGEEOFDF_03200	0
NGEEOFDF_03201	0
NGEEOFDF_03202	0
NGEEOFDF_03203	K08296
NGEEOFDF_03204	K01782
NGEEOFDF_03205	K00632
NGEEOFDF_03206	0
NGEEOFDF_03207	K06076
NGEEOFDF_03208	0
NGEEOFDF_03209	K04754
NGEEOFDF_03210	K21990
NGEEOFDF_03212	0
NGEEOFDF_03213	0
NGEEOFDF_03214	0
NGEEOFDF_03215	0
NGEEOFDF_03216	0
NGEEOFDF_03217	0
NGEEOFDF_03218	0
NGEEOFDF_03220	0
NGEEOFDF_03221	K02532
NGEEOFDF_03222	K00847
NGEEOFDF_03223	K01193
NGEEOFDF_03224	K02529
NGEEOFDF_03225	K03299
NGEEOFDF_03226	K01753
NGEEOFDF_03227	K03446
NGEEOFDF_03228	K03543
NGEEOFDF_03229	K07690
NGEEOFDF_03230	K07677
NGEEOFDF_03231	K18702
NGEEOFDF_03232	K18702
NGEEOFDF_03233	K07088
NGEEOFDF_03234	K01577
NGEEOFDF_03235	K07749
NGEEOFDF_03236	0
NGEEOFDF_03238	0
NGEEOFDF_03239	K02517
NGEEOFDF_03240	K14261
NGEEOFDF_03241	K02478
NGEEOFDF_03242	K02477
NGEEOFDF_03243	0
NGEEOFDF_03244	K08483
NGEEOFDF_03245	K18530
NGEEOFDF_03246	K01262
NGEEOFDF_03247	K11203
NGEEOFDF_03248	K11202
NGEEOFDF_03249	K00845
NGEEOFDF_03250	0
NGEEOFDF_03251	0
NGEEOFDF_03252	K03322
NGEEOFDF_03253	K03317
NGEEOFDF_03254	0
NGEEOFDF_03257	0
NGEEOFDF_03258	0
NGEEOFDF_03259	K07496
NGEEOFDF_03260	K07491
NGEEOFDF_03261	K01885
NGEEOFDF_03266	0
NGEEOFDF_03267	K17737
NGEEOFDF_03268	K17737
NGEEOFDF_03269	K14347
NGEEOFDF_03270	K09954
NGEEOFDF_03271	K01972
NGEEOFDF_03272	K03528
NGEEOFDF_03273	K06203
NGEEOFDF_03274	K01738
NGEEOFDF_03275	K02784
NGEEOFDF_03276	K08483
NGEEOFDF_03277	K02777
NGEEOFDF_03278	K00868
NGEEOFDF_03279	0
NGEEOFDF_03280	K12339
NGEEOFDF_03281	K02045
NGEEOFDF_03282	K02047
NGEEOFDF_03283	K02046
NGEEOFDF_03284	K02048
NGEEOFDF_03285	K00059
NGEEOFDF_03286	K15835
NGEEOFDF_03287	K07106
NGEEOFDF_03288	K11191
NGEEOFDF_03289	K21469
NGEEOFDF_03290	K07223
NGEEOFDF_03291	0
NGEEOFDF_03292	0
NGEEOFDF_03293	0
NGEEOFDF_03294	K01448
NGEEOFDF_03295	K00228
NGEEOFDF_03296	K04033
NGEEOFDF_03297	K04025
NGEEOFDF_03298	K04026
NGEEOFDF_03299	K03736
NGEEOFDF_03300	K03735
NGEEOFDF_03301	K04019
NGEEOFDF_03302	K04023
NGEEOFDF_03303	K04022
NGEEOFDF_03304	K04024
NGEEOFDF_03305	K04021
NGEEOFDF_03306	K04028
NGEEOFDF_03307	K04027
NGEEOFDF_03308	K00625
NGEEOFDF_03309	K04032
NGEEOFDF_03310	K04030
NGEEOFDF_03311	K04029
NGEEOFDF_03312	K04031
NGEEOFDF_03313	K00027
NGEEOFDF_03314	K00616
NGEEOFDF_03315	K00615
NGEEOFDF_03316	0
NGEEOFDF_03317	K08077
NGEEOFDF_03318	K00266
NGEEOFDF_03319	K07673
NGEEOFDF_03320	K18324
NGEEOFDF_03321	K00537
NGEEOFDF_03322	K01439
NGEEOFDF_03323	0
NGEEOFDF_03324	K06999
NGEEOFDF_03325	K06957
NGEEOFDF_03326	K07054
NGEEOFDF_03327	K01923
NGEEOFDF_03329	K07287
NGEEOFDF_03330	K01714
NGEEOFDF_03331	K03567
NGEEOFDF_03332	K03564
NGEEOFDF_03333	K12136
NGEEOFDF_03334	K05568
NGEEOFDF_03335	K12138
NGEEOFDF_03336	K12139
NGEEOFDF_03337	K12140
NGEEOFDF_03338	K12141
NGEEOFDF_03339	K12142
NGEEOFDF_03340	K12143
NGEEOFDF_03341	K12144
NGEEOFDF_03342	K12145
NGEEOFDF_03343	K12146
NGEEOFDF_03344	K03459
NGEEOFDF_03345	K03548
NGEEOFDF_03346	0
NGEEOFDF_03347	K00537
NGEEOFDF_03348	K10763
NGEEOFDF_03349	K02824
NGEEOFDF_03350	K00761
NGEEOFDF_03351	K01933
NGEEOFDF_03352	K11175
NGEEOFDF_03353	K00937
NGEEOFDF_03354	K01524
NGEEOFDF_03355	0
NGEEOFDF_03357	0
NGEEOFDF_03358	0
NGEEOFDF_03359	0
NGEEOFDF_03360	K01951
NGEEOFDF_03361	K00088
NGEEOFDF_03362	K03601
NGEEOFDF_03363	0
NGEEOFDF_03364	K03977
NGEEOFDF_03365	K17713
NGEEOFDF_03366	0
NGEEOFDF_03367	K01892
NGEEOFDF_03368	K03526
NGEEOFDF_03369	K15539
NGEEOFDF_03370	K06941
NGEEOFDF_03371	K00940
NGEEOFDF_03372	0
NGEEOFDF_03373	K07308
NGEEOFDF_03374	K07307
NGEEOFDF_03375	K07306
NGEEOFDF_03376	K05367
NGEEOFDF_03377	K06894
NGEEOFDF_03378	K01011
NGEEOFDF_03379	0
NGEEOFDF_03380	K07751
NGEEOFDF_03381	0
NGEEOFDF_03382	K04755
NGEEOFDF_03383	K04044
NGEEOFDF_03384	K04082
NGEEOFDF_03385	K05997
NGEEOFDF_03386	K04488
NGEEOFDF_03387	K04487
NGEEOFDF_03388	K13643
NGEEOFDF_03389	K02533
NGEEOFDF_03390	K01092
NGEEOFDF_03391	K06889
NGEEOFDF_03392	0
NGEEOFDF_03393	K00286
NGEEOFDF_03394	K05817
NGEEOFDF_03395	K03268
NGEEOFDF_03396	K05709
NGEEOFDF_03397	K05710
NGEEOFDF_03398	K05711
NGEEOFDF_03399	K00529
NGEEOFDF_03400	K15977
NGEEOFDF_03401	K01785
NGEEOFDF_03402	0
NGEEOFDF_03403	0
NGEEOFDF_03404	K02057
NGEEOFDF_03405	K02056
NGEEOFDF_03406	K02058
NGEEOFDF_03407	0
NGEEOFDF_03408	0
NGEEOFDF_03409	K00600
NGEEOFDF_03410	K05916
NGEEOFDF_03411	K04751
NGEEOFDF_03412	K07715
NGEEOFDF_03413	0
NGEEOFDF_03414	K07711
NGEEOFDF_03415	K01952
NGEEOFDF_03416	K18691
NGEEOFDF_03417	K11991
NGEEOFDF_03418	K18697
NGEEOFDF_03419	K15835
NGEEOFDF_03420	0
NGEEOFDF_03421	K00997
NGEEOFDF_03422	K03474
NGEEOFDF_03423	K03584
NGEEOFDF_03424	K03595
NGEEOFDF_03425	K03685
NGEEOFDF_03426	K03100
NGEEOFDF_03427	K03596
NGEEOFDF_03428	K03803
NGEEOFDF_03429	K03598
NGEEOFDF_03430	K03597
NGEEOFDF_03431	K03088
NGEEOFDF_03432	K00278
NGEEOFDF_03433	K15460
NGEEOFDF_03434	K05590
NGEEOFDF_03435	0
NGEEOFDF_03436	K11249
NGEEOFDF_03437	K06866
NGEEOFDF_03438	K03648
NGEEOFDF_03439	K03214
NGEEOFDF_03440	K03672
NGEEOFDF_03441	K05812
NGEEOFDF_03442	K09181
NGEEOFDF_03443	K00998
NGEEOFDF_03444	K05811
NGEEOFDF_03445	K02625
NGEEOFDF_03450	K03695
NGEEOFDF_03451	K05810
NGEEOFDF_03452	K06180
NGEEOFDF_03453	K05807
NGEEOFDF_03454	K05809
NGEEOFDF_03455	K14170
NGEEOFDF_03456	K04517
NGEEOFDF_03457	K01626
NGEEOFDF_03458	0
NGEEOFDF_03459	0
NGEEOFDF_03460	K20956
NGEEOFDF_03461	0
NGEEOFDF_03462	K02884
NGEEOFDF_03463	K00554
NGEEOFDF_03464	K02860
NGEEOFDF_03465	K02959
NGEEOFDF_03466	K03106
NGEEOFDF_03467	0
NGEEOFDF_03468	0
NGEEOFDF_03469	K03687
NGEEOFDF_03470	K00858
NGEEOFDF_03471	K03631
NGEEOFDF_03472	K06186
NGEEOFDF_03473	K09801
NGEEOFDF_03474	0
NGEEOFDF_03475	K03664
NGEEOFDF_03477	0
NGEEOFDF_03478	K13743
NGEEOFDF_03479	0
NGEEOFDF_03480	0
NGEEOFDF_03481	0
NGEEOFDF_03482	0
NGEEOFDF_03483	K07483
NGEEOFDF_03484	K07497
NGEEOFDF_03485	K07484
NGEEOFDF_03486	K07484
NGEEOFDF_03487	K07483
NGEEOFDF_03488	K01185
NGEEOFDF_03489	0
NGEEOFDF_03490	0
NGEEOFDF_03491	K07497
NGEEOFDF_03493	0
NGEEOFDF_03494	0
NGEEOFDF_03495	K07313
NGEEOFDF_03496	0
NGEEOFDF_03497	0
NGEEOFDF_03499	K07482
NGEEOFDF_03500	0
NGEEOFDF_03501	0
NGEEOFDF_03502	0
NGEEOFDF_03503	0
NGEEOFDF_03504	0
NGEEOFDF_03505	0
NGEEOFDF_03506	0
NGEEOFDF_03507	K07733
NGEEOFDF_03508	0
NGEEOFDF_03509	0
NGEEOFDF_03512	0
NGEEOFDF_03513	0
NGEEOFDF_03514	K15737
NGEEOFDF_03515	K15736
NGEEOFDF_03516	K00135
NGEEOFDF_03517	K00823
NGEEOFDF_03518	K11735
NGEEOFDF_03519	K15735
NGEEOFDF_03520	0
NGEEOFDF_03521	0
NGEEOFDF_03522	0
NGEEOFDF_03523	0
NGEEOFDF_03524	K03746
NGEEOFDF_03525	0
NGEEOFDF_03526	0
NGEEOFDF_03527	0
NGEEOFDF_03528	K00375
NGEEOFDF_03529	0
NGEEOFDF_03530	K06191
NGEEOFDF_03531	K03647
NGEEOFDF_03532	K00525
NGEEOFDF_03533	K00526
NGEEOFDF_03534	K02000
NGEEOFDF_03535	K02001
NGEEOFDF_03536	K02002
NGEEOFDF_03537	0
NGEEOFDF_03538	0
NGEEOFDF_03539	0
NGEEOFDF_03540	K15974
NGEEOFDF_03541	K03543
NGEEOFDF_03542	K03446
NGEEOFDF_03543	K07173
NGEEOFDF_03544	K01919
NGEEOFDF_03545	0
NGEEOFDF_03546	0
NGEEOFDF_03552	K03563
NGEEOFDF_03553	K01872
NGEEOFDF_03554	K03565
NGEEOFDF_03555	K03553
NGEEOFDF_03556	K03743
NGEEOFDF_03557	K08305
NGEEOFDF_03558	K02783
NGEEOFDF_03559	K02782
NGEEOFDF_03560	K02782
NGEEOFDF_03561	K02781
NGEEOFDF_03562	K00068
NGEEOFDF_03563	K02466
NGEEOFDF_03564	K02468
NGEEOFDF_03565	K02467
NGEEOFDF_03566	K12266
NGEEOFDF_03567	K12264
NGEEOFDF_03568	K12265
NGEEOFDF_03569	K04656
NGEEOFDF_03570	K00196
NGEEOFDF_03571	K03487
NGEEOFDF_03572	K02752
NGEEOFDF_03573	K01223
NGEEOFDF_03574	K08315
NGEEOFDF_03575	K15834
NGEEOFDF_03576	K12144
NGEEOFDF_03577	K12143
NGEEOFDF_03578	K12142
NGEEOFDF_03579	K12138
NGEEOFDF_03580	K05568
NGEEOFDF_03581	K15827
NGEEOFDF_03582	K15833
NGEEOFDF_03583	K04651
NGEEOFDF_03584	K04652
NGEEOFDF_03585	K04653
NGEEOFDF_03586	K04654
NGEEOFDF_03587	K04655
NGEEOFDF_03588	K12146
NGEEOFDF_03589	0
NGEEOFDF_03591	K03555
NGEEOFDF_03592	K07313
NGEEOFDF_03593	K21759
NGEEOFDF_03594	K01612
NGEEOFDF_03595	K03186
NGEEOFDF_03596	K22489
NGEEOFDF_03597	K03087
NGEEOFDF_03598	K06194
NGEEOFDF_03599	K00573
NGEEOFDF_03600	K03787
NGEEOFDF_03601	K06176
NGEEOFDF_03602	K01770
NGEEOFDF_03603	K00991
NGEEOFDF_03604	K05589
NGEEOFDF_03605	0
NGEEOFDF_03606	K00860
NGEEOFDF_03607	K00956
NGEEOFDF_03608	K00957
NGEEOFDF_03609	K09612
NGEEOFDF_03610	K09951
NGEEOFDF_03611	K15342
NGEEOFDF_03612	K19126
NGEEOFDF_03613	K19125
NGEEOFDF_03614	K19124
NGEEOFDF_03615	K19046
NGEEOFDF_03616	K19123
NGEEOFDF_03617	K07012
NGEEOFDF_03618	K18922
NGEEOFDF_03619	K00390
NGEEOFDF_03620	K00381
NGEEOFDF_03621	K00380
NGEEOFDF_03622	K01737
NGEEOFDF_03623	K00313
NGEEOFDF_03624	0
NGEEOFDF_03625	K02443
NGEEOFDF_03626	0
NGEEOFDF_03627	0
NGEEOFDF_03628	0
NGEEOFDF_03629	K08368
NGEEOFDF_03630	K08368
NGEEOFDF_03631	K00803
NGEEOFDF_03632	0
NGEEOFDF_03633	0
NGEEOFDF_03634	0
NGEEOFDF_03635	K10026
NGEEOFDF_03636	K03744
NGEEOFDF_03637	K06872
NGEEOFDF_03638	K06872
NGEEOFDF_03639	K06872
NGEEOFDF_03640	K01689
NGEEOFDF_03641	K01937
NGEEOFDF_03642	K04765
NGEEOFDF_03643	K07171
NGEEOFDF_03644	K07172
NGEEOFDF_03645	K00951
NGEEOFDF_03646	K03215
NGEEOFDF_03647	K07678
NGEEOFDF_03648	K01706
NGEEOFDF_03649	K01706
NGEEOFDF_03650	K01706
NGEEOFDF_03651	K03535
NGEEOFDF_03652	K06205
NGEEOFDF_03653	K06175
NGEEOFDF_03654	K01790
NGEEOFDF_03655	K15723
NGEEOFDF_03656	K06879
NGEEOFDF_03657	K06966
NGEEOFDF_03658	K03837
NGEEOFDF_03659	K01752
NGEEOFDF_03660	K01146
NGEEOFDF_03661	K00048
NGEEOFDF_03662	K01628
NGEEOFDF_03663	K02429
NGEEOFDF_03664	K01818
NGEEOFDF_03665	K00854
NGEEOFDF_03666	K02431
NGEEOFDF_03667	K02430
NGEEOFDF_03668	K06968
NGEEOFDF_03669	0
NGEEOFDF_03670	K03566
NGEEOFDF_03671	0
NGEEOFDF_03672	K01766
NGEEOFDF_03673	K02426
NGEEOFDF_03674	K22132
NGEEOFDF_03675	K08304
NGEEOFDF_03679	K01448
NGEEOFDF_03680	K14682
NGEEOFDF_03681	K03581
NGEEOFDF_03682	K03582
NGEEOFDF_03683	K01407
NGEEOFDF_03684	K03583
NGEEOFDF_03685	K02681
NGEEOFDF_03686	0
NGEEOFDF_03687	K02680
NGEEOFDF_03688	K02679
NGEEOFDF_03689	K00560
NGEEOFDF_03690	K13292
NGEEOFDF_03691	K08483
NGEEOFDF_03692	K08311
NGEEOFDF_03693	0
NGEEOFDF_03694	K03573
NGEEOFDF_03695	0
NGEEOFDF_03696	0
NGEEOFDF_03697	0
NGEEOFDF_03698	K08227
NGEEOFDF_03699	K05939
NGEEOFDF_03700	K02529
NGEEOFDF_03701	K01586
NGEEOFDF_03702	0
NGEEOFDF_03703	K01779
NGEEOFDF_03704	K02100
NGEEOFDF_03705	K00065
NGEEOFDF_03706	K01815
NGEEOFDF_03707	K00626
NGEEOFDF_03708	0
NGEEOFDF_03709	0
NGEEOFDF_03711	0
NGEEOFDF_03712	0
NGEEOFDF_03716	0
NGEEOFDF_03717	K22486
NGEEOFDF_03719	0
NGEEOFDF_03720	0
NGEEOFDF_03723	0
NGEEOFDF_03724	K22505
NGEEOFDF_03725	K22487
NGEEOFDF_03726	K03221
NGEEOFDF_03727	K22488
NGEEOFDF_03728	K08087
NGEEOFDF_03729	K03229
NGEEOFDF_03730	K03228
NGEEOFDF_03731	K03228
NGEEOFDF_03732	K22508
NGEEOFDF_03733	K03226
NGEEOFDF_03734	K03225
NGEEOFDF_03735	K22514
NGEEOFDF_03738	K03224
NGEEOFDF_03739	K03230
NGEEOFDF_03740	K22511
NGEEOFDF_03741	K22504
NGEEOFDF_03742	0
NGEEOFDF_03743	0
NGEEOFDF_03744	0
NGEEOFDF_03745	0
NGEEOFDF_03747	K06194
NGEEOFDF_03748	K00087
NGEEOFDF_03749	K13479
NGEEOFDF_03750	K03518
NGEEOFDF_03751	K02688
NGEEOFDF_03752	0
NGEEOFDF_03753	K01751
NGEEOFDF_03754	K05831
NGEEOFDF_03755	K01464
NGEEOFDF_03756	K00926
NGEEOFDF_03757	K07402
NGEEOFDF_03758	0
NGEEOFDF_03759	K07141
NGEEOFDF_03760	K12527
NGEEOFDF_03761	0
NGEEOFDF_03762	K12529
NGEEOFDF_03763	K12528
NGEEOFDF_03764	K03458
NGEEOFDF_03765	K01487
NGEEOFDF_03766	K06901
NGEEOFDF_03767	0
NGEEOFDF_03768	K00266
NGEEOFDF_03769	K03458
NGEEOFDF_03770	0
NGEEOFDF_03771	K01597
NGEEOFDF_03772	K04567
NGEEOFDF_03773	K02836
NGEEOFDF_03774	K07462
NGEEOFDF_03775	K03981
NGEEOFDF_03776	K04763
NGEEOFDF_03777	K03840
NGEEOFDF_03778	K19168
NGEEOFDF_03779	K09159
NGEEOFDF_03780	K06980
NGEEOFDF_03781	K11068
NGEEOFDF_03782	K09900
NGEEOFDF_03783	K01223
NGEEOFDF_03784	K00281
NGEEOFDF_03785	K02437
NGEEOFDF_03786	K00605
NGEEOFDF_03787	K18800
NGEEOFDF_03788	K03185
NGEEOFDF_03789	K01262
NGEEOFDF_03790	K09895
NGEEOFDF_03791	K09888
NGEEOFDF_03792	K01934
NGEEOFDF_03793	K00058
NGEEOFDF_03794	K01807
NGEEOFDF_03795	K05596
NGEEOFDF_03796	K01847
NGEEOFDF_03797	K07588
NGEEOFDF_03798	K11264
NGEEOFDF_03799	K18118
NGEEOFDF_03800	0
NGEEOFDF_03801	0
NGEEOFDF_03802	K09807
NGEEOFDF_03803	K06895
NGEEOFDF_03804	K03442
NGEEOFDF_03805	K01624
NGEEOFDF_03806	K00927
NGEEOFDF_03807	K00134
NGEEOFDF_03808	K06934
NGEEOFDF_03809	K16923
NGEEOFDF_03810	K16785
NGEEOFDF_03811	K16786
NGEEOFDF_03812	K16787
NGEEOFDF_03813	K02173
NGEEOFDF_03814	0
NGEEOFDF_03815	0
NGEEOFDF_03816	K19956
NGEEOFDF_03817	K02798
NGEEOFDF_03818	K02798
NGEEOFDF_03819	K00615
NGEEOFDF_03820	K07387
NGEEOFDF_03821	K01479
NGEEOFDF_03822	0
NGEEOFDF_03823	K01585
NGEEOFDF_03824	0
NGEEOFDF_03825	K00789
NGEEOFDF_03826	K02100
NGEEOFDF_03827	K02742
NGEEOFDF_03828	K01150
NGEEOFDF_03829	K09761
NGEEOFDF_03830	K01920
NGEEOFDF_03831	K07735
NGEEOFDF_03832	K07447
NGEEOFDF_03833	K02669
NGEEOFDF_03834	K06997
NGEEOFDF_03835	K02221
NGEEOFDF_03836	K09131
NGEEOFDF_03837	K02428
NGEEOFDF_03838	0
NGEEOFDF_03839	0
NGEEOFDF_03840	K01424
NGEEOFDF_03841	0
NGEEOFDF_03842	K09923
NGEEOFDF_03843	K03439
NGEEOFDF_03844	K03575
NGEEOFDF_03845	0
NGEEOFDF_03846	K08306
NGEEOFDF_03847	K03289
NGEEOFDF_03848	K01581
NGEEOFDF_03849	K07150
NGEEOFDF_03851	0
NGEEOFDF_03852	K07484
