#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
KDKFJGNO_03999	224308.BSU37850	2.54e-243	668.0	COG3980@1|root,COG3980@2|Bacteria,1U2ZW@1239|Firmicutes,4HDTP@91061|Bacilli,1ZDRP@1386|Bacillus	91061|Bacilli	M	Spore Coat	spsG	0	0	0	0	0	0	0	0	0	0	0	Glyco_tran_28_C
KDKFJGNO_04000	224308.BSU37860	4.64e-169	472.0	COG1861@1|root,COG1861@2|Bacteria,1U4YD@1239|Firmicutes,4HE69@91061|Bacilli,1ZE65@1386|Bacillus	91061|Bacilli	M	Spore Coat	spsF	0	0	ko:K07257	0	0	0	0	ko00000	0	0	0	CTP_transf_3
KDKFJGNO_04001	224308.BSU37870	6.8e-272	743.0	COG2089@1|root,COG2089@2|Bacteria,1TS09@1239|Firmicutes,4HA1Y@91061|Bacilli,1ZBZ4@1386|Bacillus	91061|Bacilli	M	acid synthase	pseI	0	2.5.1.56,2.5.1.97	ko:K01654,ko:K15898	ko00520,ko01100,map00520,map01100	0	R01804,R04435,R09841	RC00159	ko00000,ko00001,ko01000	0	0	0	NeuB,SAF
KDKFJGNO_04002	224308.BSU37880	1.04e-210	582.0	COG0454@1|root,COG0456@2|Bacteria,1V4XR@1239|Firmicutes,4I182@91061|Bacilli,1ZET7@1386|Bacillus	91061|Bacilli	K	Spore Coat	spsD	GO:0003674,GO:0003824,GO:0004596,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006473,GO:0006474,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0031248,GO:0031365,GO:0032991,GO:0034212,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0051604,GO:0071704,GO:1901564,GO:1902493,GO:1902494,GO:1990234	2.3.1.210	ko:K16704	0	0	0	0	ko00000,ko01000	0	0	0	Acetyltransf_1
KDKFJGNO_04003	224308.BSU37890	4.54e-285	778.0	COG0399@1|root,COG0399@2|Bacteria,1TPDH@1239|Firmicutes,4HDN8@91061|Bacilli,1ZQW8@1386|Bacillus	91061|Bacilli	E	Belongs to the DegT DnrJ EryC1 family	spsC	0	2.6.1.102	ko:K13010	ko00520,map00520	0	R10460	RC00006,RC00781	ko00000,ko00001,ko01000,ko01005,ko01007	0	0	0	DegT_DnrJ_EryC1
KDKFJGNO_04004	224308.BSU37900	0.0	931.0	COG1887@1|root,COG1887@2|Bacteria,1VVE5@1239|Firmicutes,4HWEM@91061|Bacilli,1ZE0J@1386|Bacillus	91061|Bacilli	M	Capsule polysaccharide biosynthesis protein	spsB	0	0	0	0	0	0	0	0	0	0	0	Capsule_synth,Glyphos_transf
KDKFJGNO_04005	224308.BSU37910	4.87e-188	521.0	COG0463@1|root,COG0463@2|Bacteria,1VTPH@1239|Firmicutes,4HUD5@91061|Bacilli,1ZDZ5@1386|Bacillus	91061|Bacilli	M	Spore Coat	spsA	0	0	0	0	0	0	0	0	0	0	0	Glycos_transf_2
KDKFJGNO_04006	224308.BSU37920	7.61e-114	328.0	2CWP1@1|root,32T03@2|Bacteria,1VAD2@1239|Firmicutes,4HKGQ@91061|Bacilli,1ZH2J@1386|Bacillus	91061|Bacilli	S	Essential for the localization of CwlJ in the spore coat and for spore germination triggered by calcium and dipicolinic acid (DPA). Its assembly into the spore coat is dependent on the coat morphogenetic proteins CotE and SpoIVA	gerQ	GO:0005575,GO:0005618,GO:0005623,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0018149,GO:0018153,GO:0018193,GO:0018199,GO:0018205,GO:0018262,GO:0019538,GO:0030312,GO:0031160,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901564	0	ko:K06305	0	0	0	0	ko00000	0	0	0	Spore_GerQ
KDKFJGNO_04007	224308.BSU37930	1.59e-78	234.0	COG2363@1|root,COG2363@2|Bacteria,1VA79@1239|Firmicutes,4HKHG@91061|Bacilli,1ZGYJ@1386|Bacillus	91061|Bacilli	S	small membrane protein	ywdK	0	0	0	0	0	0	0	0	0	0	0	DUF423
KDKFJGNO_04008	224308.BSU37940	4.57e-304	830.0	COG2233@1|root,COG2233@2|Bacteria,1TQ0A@1239|Firmicutes,4HA6X@91061|Bacilli,1ZD5W@1386|Bacillus	91061|Bacilli	F	Xanthine uracil	ywdJ	GO:0003674,GO:0005215,GO:0005345,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006863,GO:0008150,GO:0015205,GO:0015851,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042906,GO:0042907,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072530,GO:1904823	0	0	0	0	0	0	0	0	0	0	Xan_ur_permease
KDKFJGNO_04009	224308.BSU37950	9.23e-65	197.0	2DRJS@1|root,33C32@2|Bacteria,1VPJY@1239|Firmicutes,4HRSY@91061|Bacilli,1ZHM5@1386|Bacillus	91061|Bacilli	S	Family of unknown function (DUF5327)	ywdI	0	0	0	0	0	0	0	0	0	0	0	DUF5327
KDKFJGNO_04010	224308.BSU37960	0.0	910.0	COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4HB97@91061|Bacilli,1ZBGZ@1386|Bacillus	91061|Bacilli	C	Belongs to the aldehyde dehydrogenase family	ywdH	0	1.2.1.3	ko:K00128	ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130	M00135	R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146	RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500	ko00000,ko00001,ko00002,ko01000	0	0	0	Aldedh
KDKFJGNO_04011	224308.BSU37970	2.32e-166	464.0	COG0692@1|root,COG0692@2|Bacteria,1TPSN@1239|Firmicutes,4HBTR@91061|Bacilli,1ZBCY@1386|Bacillus	91061|Bacilli	L	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine	ung	GO:0003674,GO:0003824,GO:0004844,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097506,GO:0097510,GO:0140097,GO:1901360	3.2.2.27	ko:K03648	ko03410,ko05340,map03410,map05340	0	0	0	ko00000,ko00001,ko01000,ko03400	0	0	0	UDG
KDKFJGNO_04012	224308.BSU37980	5.69e-193	535.0	COG1216@1|root,COG1216@2|Bacteria,1TP40@1239|Firmicutes,4HDDN@91061|Bacilli,1ZE37@1386|Bacillus	91061|Bacilli	S	Glycosyltransferase like family 2	ywdF	GO:0003674,GO:0003824,GO:0016740,GO:0016757	0	0	0	0	0	0	0	0	0	0	Glycos_transf_2
KDKFJGNO_04014	224308.BSU38000	8.74e-146	411.0	28MY0@1|root,2ZB4Y@2|Bacteria,1V0KB@1239|Firmicutes,4HE2C@91061|Bacilli,1ZE6E@1386|Bacillus	91061|Bacilli	0	0	ywdD	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_04015	224308.BSU38018	7.92e-76	226.0	COG1695@1|root,COG1695@2|Bacteria,1V4NA@1239|Firmicutes,4HHWW@91061|Bacilli,1ZINR@1386|Bacillus	91061|Bacilli	K	Transcriptional regulator PadR-like family	0	0	0	ko:K10947	0	0	0	0	ko00000,ko03000	0	0	0	PadR
KDKFJGNO_04016	224308.BSU38020	5.43e-188	523.0	COG0351@1|root,COG0351@2|Bacteria,1TQ4A@1239|Firmicutes,4H9PP@91061|Bacilli,1ZQ7W@1386|Bacillus	91061|Bacilli	H	Phosphomethylpyrimidine kinase	pdxK	0	2.7.1.35,2.7.1.49,2.7.4.7	ko:K00868,ko:K00941	ko00730,ko00750,ko01100,map00730,map00750,map01100	M00127	R00174,R01909,R02493,R03471,R04509	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	0	0	0	Phos_pyr_kin
KDKFJGNO_04017	720555.BATR1942_16905	6.19e-39	130.0	2CEZ0@1|root,307S6@2|Bacteria,1U24I@1239|Firmicutes,4IBN7@91061|Bacilli,1ZH61@1386|Bacillus	91061|Bacilli	0	0	ywdA	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_04018	224308.BSU38040	0.0	1012.0	COG1621@1|root,COG1621@2|Bacteria,1TPAE@1239|Firmicutes,4H9Y7@91061|Bacilli,1ZCBA@1386|Bacillus	91061|Bacilli	G	invertase	sacA	0	3.2.1.26	ko:K01193	ko00052,ko00500,ko01100,map00052,map00500,map01100	0	R00801,R00802,R02410,R03635,R03921,R06088	RC00028,RC00077	ko00000,ko00001,ko01000	0	GH32	iYO844.BSU38040	Glyco_hydro_32C,Glyco_hydro_32N
KDKFJGNO_04019	224308.BSU38050	0.0	887.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TP5X@1239|Firmicutes,4HA0I@91061|Bacilli,1ZB5X@1386|Bacillus	91061|Bacilli	G	phosphotransferase system	sacP	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563	2.7.1.211	ko:K02809,ko:K02810	ko00500,ko02060,map00500,map02060	M00269	R00811	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.2.1,4.A.1.2.10,4.A.1.2.12,4.A.1.2.9	0	iYO844.BSU38050	PTS_EIIB,PTS_EIIC
KDKFJGNO_04020	224308.BSU38060	2.91e-180	502.0	COG2116@1|root,COG2116@2|Bacteria,1TRTT@1239|Firmicutes,4HC15@91061|Bacilli,1ZDNX@1386|Bacillus	91061|Bacilli	P	Formate/nitrite transporter	0	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015112,GO:0015291,GO:0015318,GO:0015513,GO:0015698,GO:0015706,GO:0015707,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071705,GO:0071944,GO:0098656	0	ko:K02598	0	0	0	0	ko00000,ko02000	1.A.16.3	0	0	Form_Nir_trans
KDKFJGNO_04021	224308.BSU38070	4.49e-194	538.0	COG3711@1|root,COG3711@2|Bacteria,1TT5A@1239|Firmicutes,4HC5Y@91061|Bacilli,1ZDB0@1386|Bacillus	91061|Bacilli	K	transcriptional antiterminator	sacT	0	0	ko:K03488	0	0	0	0	ko00000,ko03000	0	0	0	CAT_RBD,PRD
KDKFJGNO_04023	224308.BSU38090	0.0	1556.0	COG1404@1|root,COG1404@2|Bacteria,1TPH1@1239|Firmicutes,4HBQH@91061|Bacilli,1ZBS0@1386|Bacillus	91061|Bacilli	O	Belongs to the peptidase S8 family	prtS	GO:0005575,GO:0005576	3.4.21.110,3.4.21.96	ko:K01361,ko:K08652,ko:K14647	ko02024,map02024	0	0	0	ko00000,ko00001,ko01000,ko01002,ko03110	0	0	0	FIVAR,FlgD_ig,Gram_pos_anchor,Inhibitor_I9,PA,Peptidase_S8,YSIRK_signal,fn3_5
KDKFJGNO_04024	224308.BSU38100	4.19e-239	657.0	COG2141@1|root,COG2141@2|Bacteria,1TPRS@1239|Firmicutes,4H9R2@91061|Bacilli,1ZB1E@1386|Bacillus	91061|Bacilli	C	COG2141 Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	ywcH	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	0	0	0	0	0	0	0	0	0	0	Bac_luciferase
KDKFJGNO_04025	224308.BSU38110	1.98e-179	499.0	COG0778@1|root,COG0778@2|Bacteria,1UB8S@1239|Firmicutes,4HEGP@91061|Bacilli,1ZBQ3@1386|Bacillus	91061|Bacilli	C	Oxidoreductase	nfrA1	0	1.5.1.38	ko:K19285	ko00740,ko01100,map00740,map01100	0	R05706	RC00126	ko00000,ko00001,ko01000	0	0	0	Nitroreductase
KDKFJGNO_04026	224308.BSU38120	8.89e-269	737.0	COG0772@1|root,COG0772@2|Bacteria,1TPGH@1239|Firmicutes,4HAV4@91061|Bacilli,1ZBSB@1386|Bacillus	91061|Bacilli	D	Belongs to the SEDS family	rodA	0	0	ko:K05837	0	0	0	0	ko00000,ko03036	0	0	0	FTSW_RODA_SPOVE
KDKFJGNO_04027	1051501.AYTL01000028_gene1953	6.61e-52	164.0	2EPRF@1|root,33HBX@2|Bacteria,1VP6R@1239|Firmicutes,4HRWK@91061|Bacilli,1ZIF1@1386|Bacillus	91061|Bacilli	S	Required for proper spore morphogenesis. Important for spore germination	ywcE	GO:0008150,GO:0009847,GO:0032502	0	0	0	0	0	0	0	0	0	0	YwcE
KDKFJGNO_04028	224308.BSU38140	1.12e-83	247.0	COG3125@1|root,COG3125@2|Bacteria,1VFT1@1239|Firmicutes,4HQ12@91061|Bacilli,1ZJ46@1386|Bacillus	91061|Bacilli	C	quinol oxidase, subunit	qoxD	GO:0003674,GO:0003824,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016310,GO:0016491,GO:0016679,GO:0016682,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0034641,GO:0042773,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0046034,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	1.10.3.12	ko:K02829	ko00190,ko01100,map00190,map01100	M00416	R09492	RC00819	ko00000,ko00001,ko00002,ko01000	0	0	0	COX4_pro
KDKFJGNO_04029	224308.BSU38150	1.2e-144	407.0	COG1845@1|root,COG1845@2|Bacteria,1TQJ1@1239|Firmicutes,4HCWH@91061|Bacilli,1ZDEX@1386|Bacillus	91061|Bacilli	C	quinol oxidase, subunit	qoxC	GO:0003674,GO:0003824,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016310,GO:0016491,GO:0016679,GO:0016682,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0034641,GO:0042773,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0046034,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	1.10.3.12	ko:K02828	ko00190,ko01100,map00190,map01100	M00416	R09492	RC00819	ko00000,ko00001,ko00002,ko01000	0	0	0	COX3
KDKFJGNO_04030	224308.BSU38160	0.0	1305.0	COG0843@1|root,COG0843@2|Bacteria,1TP2U@1239|Firmicutes,4HA4X@91061|Bacilli,1ZBD5@1386|Bacillus	91061|Bacilli	C	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	qoxB	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009486,GO:0009987,GO:0015002,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0016310,GO:0016491,GO:0016679,GO:0016682,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0034220,GO:0034641,GO:0042773,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072521,GO:0098655,GO:0098660,GO:0098662,GO:1901135,GO:1901360,GO:1901564,GO:1902600	1.10.3.12	ko:K02827	ko00190,ko01100,map00190,map01100	M00416	R09492	RC00819	ko00000,ko00001,ko00002,ko01000	3.D.4.1	0	0	COX1
KDKFJGNO_04031	224308.BSU38170	6.94e-226	623.0	COG1622@1|root,COG1622@2|Bacteria,1TPF6@1239|Firmicutes,4HA9J@91061|Bacilli,1ZB28@1386|Bacillus	91061|Bacilli	C	Catalyzes quinol oxidation with the concomitant reduction of oxygen to water. Subunit II transfers the electrons from a quinol to the binuclear center of the catalytic subunit I	qoxA	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009055,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009319,GO:0009987,GO:0015002,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015672,GO:0015980,GO:0016020,GO:0016021,GO:0016310,GO:0016491,GO:0016679,GO:0016682,GO:0017144,GO:0019637,GO:0019693,GO:0022857,GO:0022890,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0034641,GO:0042773,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0055114,GO:0070069,GO:0071704,GO:0071944,GO:0072521,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1902600	1.10.3.12	ko:K02826	ko00190,ko01100,map00190,map01100	M00416	R09492	RC00819	ko00000,ko00001,ko00002,ko01000	3.D.4.1	0	iSB619.SA_RS05175	COX2,COX2_TM
KDKFJGNO_04032	224308.BSU38180	5.11e-49	156.0	COG2261@1|root,COG2261@2|Bacteria,1VENK@1239|Firmicutes,4HNKV@91061|Bacilli,1ZJBG@1386|Bacillus	91061|Bacilli	S	membrane	ydaS	0	0	0	0	0	0	0	0	0	0	0	Transgly_assoc
KDKFJGNO_04033	224308.BSU38190	0.0	1052.0	COG4468@1|root,COG4468@2|Bacteria,1TPBN@1239|Firmicutes,4HAYJ@91061|Bacilli,1ZAVT@1386|Bacillus	91061|Bacilli	G	UDP-glucose--hexose-1-phosphate uridylyltransferase	galT	0	2.7.7.12	ko:K00965	ko00052,ko00520,ko01100,ko04917,map00052,map00520,map01100,map04917	M00362,M00554,M00632	R00955	RC00002	ko00000,ko00001,ko00002,ko01000	0	0	0	GalP_UDP_tr_C,GalP_UDP_transf
KDKFJGNO_04034	224308.BSU38200	5.56e-291	793.0	COG0153@1|root,COG0153@2|Bacteria,1TPD0@1239|Firmicutes,4HARP@91061|Bacilli,1ZC9P@1386|Bacillus	91061|Bacilli	G	Catalyzes the transfer of the gamma-phosphate of ATP to D-galactose to form alpha-D-galactose-1-phosphate (Gal-1-P)	galK	GO:0005975,GO:0005996,GO:0006012,GO:0008150,GO:0008152,GO:0019318,GO:0044238,GO:0044281,GO:0071704	2.7.1.6	ko:K00849	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00554,M00632	R01092	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000,ko04147	0	0	0	GHMP_kinases_C,GHMP_kinases_N,GalKase_gal_bdg
KDKFJGNO_04035	224308.BSU38210	3.33e-77	231.0	COG2246@1|root,COG2246@2|Bacteria,1VESW@1239|Firmicutes,4HNK7@91061|Bacilli,1ZG2Y@1386|Bacillus	91061|Bacilli	S	GtrA-like protein	gtcA	0	0	0	0	0	0	0	0	0	0	0	GtrA
KDKFJGNO_04036	224308.BSU38220	4.16e-159	446.0	COG1309@1|root,COG1309@2|Bacteria	2|Bacteria	K	transcriptional regulator	ywcC	0	0	0	0	0	0	0	0	0	0	0	TetR_N
KDKFJGNO_04038	224308.BSU38230	7.41e-65	197.0	COG3162@1|root,COG3162@2|Bacteria,1VAEW@1239|Firmicutes,4HM0S@91061|Bacilli,1ZHX2@1386|Bacillus	91061|Bacilli	S	Protein of unknown function, DUF485	ywcB	0	0	0	0	0	0	0	0	0	0	0	DUF485
KDKFJGNO_04039	224308.BSU38240	0.0	924.0	COG4147@1|root,COG4147@2|Bacteria,1UHT5@1239|Firmicutes,4HCF6@91061|Bacilli,1ZCX7@1386|Bacillus	91061|Bacilli	S	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	ywcA	0	0	ko:K14393	0	0	0	0	ko00000,ko02000	2.A.21.7	0	0	SSF
KDKFJGNO_04040	224308.BSU38250	1.08e-145	410.0	COG2761@1|root,COG2761@2|Bacteria,1TZ1N@1239|Firmicutes,4HEBF@91061|Bacilli,1ZD4M@1386|Bacillus	91061|Bacilli	Q	dithiol-disulfide isomerase involved in polyketide biosynthesis	ywbO	0	0	0	0	0	0	0	0	0	0	0	DSBA
KDKFJGNO_04041	224308.BSU38260	3.23e-310	844.0	COG2837@1|root,COG2837@2|Bacteria,1UY9Y@1239|Firmicutes,4HACQ@91061|Bacilli,1ZEAD@1386|Bacillus	91061|Bacilli	P	Dyp-type peroxidase family protein	ywbN	GO:0005575,GO:0005576	0	ko:K07223,ko:K16301	0	0	0	0	ko00000,ko01000,ko02000	2.A.108.2.3	0	iYO844.BSU38260	Dyp_perox,TAT_signal
KDKFJGNO_04042	224308.BSU38270	6.21e-249	686.0	COG2822@1|root,COG2822@2|Bacteria,1TS89@1239|Firmicutes,4HB0W@91061|Bacilli,1ZC6N@1386|Bacillus	91061|Bacilli	P	periplasmic lipoprotein involved in iron transport	ycdO	GO:0000041,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0008150,GO:0015684,GO:0030001,GO:0051179,GO:0051234,GO:0070838,GO:0072511	0	ko:K07224	0	0	0	0	ko00000,ko02000	2.A.108.2.3	0	0	Peptidase_M75
KDKFJGNO_04043	224308.BSU38280	0.0	888.0	COG0672@1|root,COG0672@2|Bacteria,1TQIA@1239|Firmicutes,4HCJZ@91061|Bacilli,1ZDYA@1386|Bacillus	91061|Bacilli	P	COG0672 High-affinity Fe2 Pb2 permease	0	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	0	ko:K07243	0	0	0	0	ko00000,ko02000	2.A.108.1,2.A.108.2	0	0	FTR1
KDKFJGNO_04044	224308.BSU38290	7.69e-150	422.0	COG0352@1|root,COG0352@2|Bacteria,1V3ZR@1239|Firmicutes,4HH1E@91061|Bacilli,1ZFNE@1386|Bacillus	91061|Bacilli	H	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP)	thiE	GO:0003674,GO:0003824,GO:0004789,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.3	ko:K00788	ko00730,ko01100,map00730,map01100	M00127	R03223,R10712	RC00224,RC03255,RC03397	ko00000,ko00001,ko00002,ko01000	0	0	iYO844.BSU38290	TMP-TENI
KDKFJGNO_04045	224308.BSU38300	3.25e-185	516.0	COG2145@1|root,COG2145@2|Bacteria,1V1R6@1239|Firmicutes,4HFTJ@91061|Bacilli,1ZAX2@1386|Bacillus	91061|Bacilli	H	Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ)	thiM	GO:0003674,GO:0003824,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008972,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.50	ko:K00878	ko00730,ko01100,map00730,map01100	M00127	R04448	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	0	0	0	HK
KDKFJGNO_04046	224308.BSU38310	2.7e-203	564.0	COG0583@1|root,COG0583@2|Bacteria,1TQ6Y@1239|Firmicutes,4HB94@91061|Bacilli,1ZBXV@1386|Bacillus	91061|Bacilli	K	Transcriptional regulator	ywbI	GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:1901363,GO:1990837	0	0	0	0	0	0	0	0	0	0	HTH_1,LysR_substrate
